near_dear: Topic: 0, Keyword number: 0
napkin: Topic: 284, Keyword number: 14
decorated: Topic: 284, Keyword number: 15
annoying_whining: Topic: 284, Keyword number: 16
everyone_minnesota: Topic: 284, Keyword number: 17
every_good: Topic: 284, Keyword number: 18
back_face: Topic: 284, Keyword number: 19
violence_people: Topic: 284, Keyword number: 20
scenes_vicious: Topic: 284, Keyword number: 21
couple_hoods: Topic: 284, Keyword number: 22
salesman_hires: Topic: 284, Keyword number: 23
characters_nefarious: Topic: 284, Keyword number: 24
mel: Topic: 285, Keyword number: 0
mel_gibson: Topic: 285, Keyword number: 1
comedy: Topic: 285, Keyword number: 2
performance: Topic: 285, Keyword number: 3
example: Topic: 285, Keyword number: 4
hamunaptra: Topic: 285, Keyword number: 5
nick_nolte: Topic: 285, Keyword number: 6
kept: Topic: 285, Keyword number: 7
let's: Topic: 285, Keyword number: 8
liked: Topic: 285, Keyword number: 9
wasn't: Topic: 285, Keyword number: 10
bitch: Topic: 285, Keyword number: 11
definitely: Topic: 285, Keyword number: 12
laugh: Topic: 285, Keyword number: 13
puts: Topic: 285, Keyword number: 14
battle: Topic: 285, Keyword number: 15
co-writer: Topic: 285, Keyword number: 16
left: Topic: 285, Keyword number: 17
time: Topic: 285, Keyword number: 18
mailer: Topic: 285, Keyword number: 19
city_dead: Topic: 285, Keyword number: 20
step_mother: Topic: 285, Keyword number: 21
evil_step: Topic: 285, Keyword number: 22
leonardo_vinci: Topic: 285, Keyword number: 23
chicks: Topic: 285, Keyword number: 24
leuchter: Topic: 286, Keyword number: 0
red_line: Topic: 286, Keyword number: 1
bettered: Topic: 286, Keyword number: 2
one_feel: Topic: 286, Keyword number: 3
cultural_landscape: Topic: 286, Keyword number: 4
birkenau_mention: Topic: 286, Keyword number: 5
startling_combine: Topic: 286, Keyword number: 6
subject_interviewer: Topic: 286, Keyword number: 7
responsible_creating: Topic: 286, Keyword number: 8
due_morris's: Topic: 286, Keyword number: 9
jovial_part: Topic: 286, Keyword number: 10
ease_sometimes: Topic: 286, Keyword number: 11
speaks_camera: Topic: 286, Keyword number: 12
publishing_theory: Topic: 286, Keyword number: 13
charges_germany: Topic: 286, Keyword number: 14
leuchter_came: Topic: 286, Keyword number: 15
making_electric: Topic: 286, Keyword number: 16
designing_maintaining: Topic: 286, Keyword number: 17
father_worked: Topic: 286, Keyword number: 18
penal_system: Topic: 286, Keyword number: 19
morris_follows: Topic: 286, Keyword number: 20
non-stop_exploration: Topic: 286, Keyword number: 21
interested_listening: Topic: 286, Keyword number: 22
sgt_welsh: Topic: 286, Keyword number: 23
life_every: Topic: 286, Keyword number: 24
hopkins: Topic: 287, Keyword number: 0
joe_black: Topic: 287, Keyword number: 1
twelve: Topic: 287, Keyword number: 2
claire_forlani: Topic: 287, Keyword number: 3
forlani: Topic: 287, Keyword number: 4
brad_pitt: Topic: 287, Keyword number: 5
anthony: Topic: 287, Keyword number: 6
getting: Topic: 287, Keyword number: 7
man_family: Topic: 287, Keyword number: 8
hopkins_daughter: Topic: 287, Keyword number: 9
best_movies: Topic: 287, Keyword number: 10
hearts: Topic: 287, Keyword number: 11
doubt: Topic: 287, Keyword number: 12
almost_ruined: Topic: 287, Keyword number: 13
video_late: Topic: 287, Keyword number: 14
wit_film: Topic: 287, Keyword number: 15
second_get: Topic: 287, Keyword number: 16
dog-bone: Topic: 287, Keyword number: 17
knows_based: Topic: 287, Keyword number: 18
hook_portrayal: Topic: 287, Keyword number: 19
script_lang's: Topic: 287, Keyword number: 20
american_towns: Topic: 287, Keyword number: 21
stop_short: Topic: 287, Keyword number: 22
wanted_stop: Topic: 287, Keyword number: 23
ambitious_district: Topic: 287, Keyword number: 24
marriage: Topic: 288, Keyword number: 0
husband: Topic: 288, Keyword number: 1
life: Topic: 288, Keyword number: 2
fall: Topic: 288, Keyword number: 3
frears: Topic: 288, Keyword number: 4
science: Topic: 288, Keyword number: 5
day: Topic: 288, Keyword number: 6
three: Topic: 288, Keyword number: 7
plantation: Topic: 288, Keyword number: 8
else: Topic: 288, Keyword number: 9
place: Topic: 288, Keyword number: 10
south_park: Topic: 288, Keyword number: 11
phoenix: Topic: 288, Keyword number: 12
oliver: Topic: 288, Keyword number: 13
everyone: Topic: 288, Keyword number: 14
together: Topic: 288, Keyword number: 15
ever: Topic: 288, Keyword number: 16
whole: Topic: 288, Keyword number: 17
tran: Topic: 288, Keyword number: 18
banquet: Topic: 288, Keyword number: 19
rob's: Topic: 288, Keyword number: 20
kenny: Topic: 288, Keyword number: 21
explanation: Topic: 288, Keyword number: 22
corny: Topic: 288, Keyword number: 23
memories: Topic: 288, Keyword number: 24
accompanied_ridiculous: Topic: 289, Keyword number: 0
actors_world: Topic: 289, Keyword number: 1
group_african-americans: Topic: 289, Keyword number: 2
make_money: Topic: 289, Keyword number: 3
return_phone: Topic: 289, Keyword number: 4
expectations_numerous: Topic: 289, Keyword number: 5
fall_another: Topic: 289, Keyword number: 6
internet_era: Topic: 289, Keyword number: 7
venture_capital: Topic: 289, Keyword number: 8
designed_two: Topic: 289, Keyword number: 9
hand-delivered: Topic: 289, Keyword number: 10
heap_don't: Topic: 289, Keyword number: 11
dirty_eighties: Topic: 289, Keyword number: 12
boasted: Topic: 289, Keyword number: 13
young_couple: Topic: 289, Keyword number: 14
day-to-day: Topic: 289, Keyword number: 15
ferocious_cunning: Topic: 289, Keyword number: 16
home_reluctant: Topic: 289, Keyword number: 17
breath_elder: Topic: 289, Keyword number: 18
parents_buy: Topic: 289, Keyword number: 19
retelling: Topic: 289, Keyword number: 20
great_things: Topic: 289, Keyword number: 21
upper: Topic: 289, Keyword number: 22
nostalgia_sure: Topic: 289, Keyword number: 23
ending_appropriately: Topic: 289, Keyword number: 24
tings: Topic: 290, Keyword number: 0
box-office: Topic: 290, Keyword number: 1
gilmore_orders: Topic: 290, Keyword number: 2
joan_keenan: Topic: 290, Keyword number: 3
man_dying: Topic: 290, Keyword number: 4
helped_gang: Topic: 290, Keyword number: 5
mother_hospital: Topic: 290, Keyword number: 6
many_complex: Topic: 290, Keyword number: 7
cast_scratches: Topic: 290, Keyword number: 8
characters_living: Topic: 290, Keyword number: 9
lives_several: Topic: 290, Keyword number: 10
plays_c-for-charlie's: Topic: 290, Keyword number: 11
one_life: Topic: 290, Keyword number: 12
best_series: Topic: 290, Keyword number: 13
anyway_two: Topic: 290, Keyword number: 14
know_nefarious: Topic: 290, Keyword number: 15
like_anything: Topic: 290, Keyword number: 16
gave_name: Topic: 290, Keyword number: 17
hear_hey: Topic: 290, Keyword number: 18
everyone_present: Topic: 290, Keyword number: 19
nobility_sitting: Topic: 290, Keyword number: 20
philosophy_groups: Topic: 290, Keyword number: 21
ask_they've: Topic: 290, Keyword number: 22
college-town_culture: Topic: 290, Keyword number: 23
diversity: Topic: 290, Keyword number: 24
bob: Topic: 291, Keyword number: 0
gets: Topic: 291, Keyword number: 1
josie: Topic: 291, Keyword number: 2
confusing: Topic: 291, Keyword number: 3
written: Topic: 291, Keyword number: 4
sarah: Topic: 291, Keyword number: 5
may_sound: Topic: 291, Keyword number: 6
movie: Topic: 291, Keyword number: 7
third_film: Topic: 291, Keyword number: 8
kevin's: Topic: 291, Keyword number: 9
full: Topic: 291, Keyword number: 10
real: Topic: 291, Keyword number: 11
going: Topic: 291, Keyword number: 12
back_watch: Topic: 291, Keyword number: 13
like_film: Topic: 291, Keyword number: 14
still: Topic: 291, Keyword number: 15
vacation: Topic: 291, Keyword number: 16
next: Topic: 291, Keyword number: 17
try: Topic: 291, Keyword number: 18
girl: Topic: 291, Keyword number: 19
end: Topic: 291, Keyword number: 20
moore: Topic: 291, Keyword number: 21
going_make: Topic: 291, Keyword number: 22
rather_isn't: Topic: 291, Keyword number: 23
movie_always: Topic: 291, Keyword number: 24
story: Topic: 292, Keyword number: 0
he's: Topic: 292, Keyword number: 1
much: Topic: 292, Keyword number: 2
who's: Topic: 292, Keyword number: 3
like: Topic: 292, Keyword number: 4
moses: Topic: 292, Keyword number: 5
scene: Topic: 292, Keyword number: 6
secret: Topic: 292, Keyword number: 7
crime: Topic: 292, Keyword number: 8
last: Topic: 292, Keyword number: 9
bad: Topic: 292, Keyword number: 10
look: Topic: 292, Keyword number: 11
egypt: Topic: 292, Keyword number: 12
prince: Topic: 292, Keyword number: 13
everything: Topic: 292, Keyword number: 14
william: Topic: 292, Keyword number: 15
costner: Topic: 292, Keyword number: 16
meet: Topic: 292, Keyword number: 17
short: Topic: 292, Keyword number: 18
black: Topic: 292, Keyword number: 19
life: Topic: 292, Keyword number: 20
though: Topic: 292, Keyword number: 21
event: Topic: 292, Keyword number: 22
house: Topic: 292, Keyword number: 23
woody: Topic: 292, Keyword number: 24
ultimate_defeat: Topic: 293, Keyword number: 0
quite_character: Topic: 293, Keyword number: 1
paradoxically_cronfronting: Topic: 293, Keyword number: 2
historic_setting: Topic: 293, Keyword number: 3
elements_gives: Topic: 293, Keyword number: 4
score_great: Topic: 293, Keyword number: 5
schrader's_screenplay: Topic: 293, Keyword number: 6
age_matthew: Topic: 293, Keyword number: 7
obvious_inadequacy: Topic: 293, Keyword number: 8
hero_pathetic: Topic: 293, Keyword number: 9
lifetime_give: Topic: 293, Keyword number: 10
object_many: Topic: 293, Keyword number: 11
conflict_finally: Topic: 293, Keyword number: 12
palantine's_presidential: Topic: 293, Keyword number: 13
senator_palantine's: Topic: 293, Keyword number: 14
magic_especially: Topic: 293, Keyword number: 15
place_louisa's: Topic: 293, Keyword number: 16
startling-but-effective: Topic: 293, Keyword number: 17
splendor_brightly-colored: Topic: 293, Keyword number: 18
swirls_around: Topic: 293, Keyword number: 19
boyfriend_believes: Topic: 293, Keyword number: 20
distinctively: Topic: 293, Keyword number: 21
jesus_soul: Topic: 293, Keyword number: 22
schrader's: Topic: 293, Keyword number: 23
passionately: Topic: 293, Keyword number: 24
boiler_room: Topic: 294, Keyword number: 0
room: Topic: 294, Keyword number: 1
boiler: Topic: 294, Keyword number: 2
wall: Topic: 294, Keyword number: 3
ribisi: Topic: 294, Keyword number: 4
stone's: Topic: 294, Keyword number: 5
nicky_katt: Topic: 294, Keyword number: 6
nicky: Topic: 294, Keyword number: 7
giovanni_ribisi: Topic: 294, Keyword number: 8
giovanni: Topic: 294, Keyword number: 9
brokers: Topic: 294, Keyword number: 10
millionaire: Topic: 294, Keyword number: 11
fight_club: Topic: 294, Keyword number: 12
diesel: Topic: 294, Keyword number: 13
ben_affleck: Topic: 294, Keyword number: 14
seth's: Topic: 294, Keyword number: 15
prime_time: Topic: 294, Keyword number: 16
sells: Topic: 294, Keyword number: 17
employees: Topic: 294, Keyword number: 18
ben_younger: Topic: 294, Keyword number: 19
club_films: Topic: 294, Keyword number: 20
greedy: Topic: 294, Keyword number: 21
affleck's: Topic: 294, Keyword number: 22
gordon_gecko: Topic: 294, Keyword number: 23
gecko: Topic: 294, Keyword number: 24
terrorist: Topic: 295, Keyword number: 0
acts: Topic: 295, Keyword number: 1
commits_acts: Topic: 295, Keyword number: 2
troops: Topic: 295, Keyword number: 3
going_use: Topic: 295, Keyword number: 4
movie_executive: Topic: 295, Keyword number: 5
modern-day_movie: Topic: 295, Keyword number: 6
idea_modern-day: Topic: 295, Keyword number: 7
time_far: Topic: 295, Keyword number: 8
reputation_line: Topic: 295, Keyword number: 9
put_reputation: Topic: 295, Keyword number: 10
imagine_must: Topic: 295, Keyword number: 11
dwelling_people: Topic: 295, Keyword number: 12
desert_dwelling: Topic: 295, Keyword number: 13
fighting_turkish: Topic: 295, Keyword number: 14
arabian: Topic: 295, Keyword number: 15
re-assigned_observer: Topic: 295, Keyword number: 16
lawrence_jumps: Topic: 295, Keyword number: 17
director_editing: Topic: 295, Keyword number: 18
epic_films: Topic: 295, Keyword number: 19
butt-numbing_hours: Topic: 295, Keyword number: 20
galahad: Topic: 295, Keyword number: 21
endowing: Topic: 295, Keyword number: 22
cia_trained: Topic: 295, Keyword number: 23
terrorism_without: Topic: 295, Keyword number: 24
chris: Topic: 296, Keyword number: 0
well: Topic: 296, Keyword number: 1
may_come: Topic: 296, Keyword number: 2
suicide: Topic: 296, Keyword number: 3
night: Topic: 296, Keyword number: 4
george: Topic: 296, Keyword number: 5
used: Topic: 296, Keyword number: 6
change: Topic: 296, Keyword number: 7
among: Topic: 296, Keyword number: 8
live: Topic: 296, Keyword number: 9
second_best: Topic: 296, Keyword number: 10
evelyn: Topic: 296, Keyword number: 11
sale: Topic: 296, Keyword number: 12
uncle: Topic: 296, Keyword number: 13
less_ordinary: Topic: 296, Keyword number: 14
life_less: Topic: 296, Keyword number: 15
gotten: Topic: 296, Keyword number: 16
serious: Topic: 296, Keyword number: 17
definitely: Topic: 296, Keyword number: 18
drama: Topic: 296, Keyword number: 19
mixing: Topic: 296, Keyword number: 20
michael_vartan: Topic: 296, Keyword number: 21
guilt: Topic: 296, Keyword number: 22
fluid: Topic: 296, Keyword number: 23
make_look: Topic: 296, Keyword number: 24
kevin: Topic: 297, Keyword number: 0
jackie_chan: Topic: 297, Keyword number: 1
friends: Topic: 297, Keyword number: 2
city: Topic: 297, Keyword number: 3
high: Topic: 297, Keyword number: 4
cover: Topic: 297, Keyword number: 5
feel: Topic: 297, Keyword number: 6
stop: Topic: 297, Keyword number: 7
evil_foreigners: Topic: 297, Keyword number: 8
fei-hong's: Topic: 297, Keyword number: 9
battles: Topic: 297, Keyword number: 10
answers: Topic: 297, Keyword number: 11
fellow: Topic: 297, Keyword number: 12
action: Topic: 297, Keyword number: 13
bateman's: Topic: 297, Keyword number: 14
things_jackie: Topic: 297, Keyword number: 15
remembered: Topic: 297, Keyword number: 16
stylish: Topic: 297, Keyword number: 17
worth_watching: Topic: 297, Keyword number: 18
brooding: Topic: 297, Keyword number: 19
introduced: Topic: 297, Keyword number: 20
typical: Topic: 297, Keyword number: 21
rumble: Topic: 297, Keyword number: 22
fully: Topic: 297, Keyword number: 23
drug_boss: Topic: 297, Keyword number: 24
jar: Topic: 298, Keyword number: 0
queen: Topic: 298, Keyword number: 1
mind_head: Topic: 298, Keyword number: 2
testicle: Topic: 298, Keyword number: 3
obi-wan: Topic: 298, Keyword number: 4
qui-gon_jinn: Topic: 298, Keyword number: 5
image: Topic: 298, Keyword number: 6
guards: Topic: 298, Keyword number: 7
apprentice: Topic: 298, Keyword number: 8
darth_vader: Topic: 298, Keyword number: 9
foreshadowing: Topic: 298, Keyword number: 10
palpatine: Topic: 298, Keyword number: 11
spark: Topic: 298, Keyword number: 12
gel_awesome: Topic: 298, Keyword number: 13
wood_blush: Topic: 298, Keyword number: 14
redeem_chubby: Topic: 298, Keyword number: 15
aftermath_we're: Topic: 298, Keyword number: 16
flaw_plot: Topic: 298, Keyword number: 17
screen_group: Topic: 298, Keyword number: 18
decision_tell: Topic: 298, Keyword number: 19
beating_form: Topic: 298, Keyword number: 20
affirmations_repeatedly: Topic: 298, Keyword number: 21
murphy_plays: Topic: 298, Keyword number: 22
courage_always: Topic: 298, Keyword number: 23
win_fans: Topic: 298, Keyword number: 24
henderson: Topic: 299, Keyword number: 0
sarajevo: Topic: 299, Keyword number: 1
dillane: Topic: 299, Keyword number: 2
dangerous_place: Topic: 299, Keyword number: 3
delegation: Topic: 299, Keyword number: 4
stephen_dillane: Topic: 299, Keyword number: 5
woody_harrelson: Topic: 299, Keyword number: 6
war_picture: Topic: 299, Keyword number: 7
welcome_sarajevo: Topic: 299, Keyword number: 8
covering: Topic: 299, Keyword number: 9
living_room: Topic: 299, Keyword number: 10
nina: Topic: 299, Keyword number: 11
first_intent: Topic: 299, Keyword number: 12
also_describes: Topic: 299, Keyword number: 13
sight_land: Topic: 299, Keyword number: 14
maneuvers_thinking: Topic: 299, Keyword number: 15
animation_gets: Topic: 299, Keyword number: 16
tarzan_departs: Topic: 299, Keyword number: 17
adult_think: Topic: 299, Keyword number: 18
diction: Topic: 299, Keyword number: 19
needs_we've: Topic: 299, Keyword number: 20
usual_hijinks: Topic: 299, Keyword number: 21
leader_kerchak: Topic: 299, Keyword number: 22
treacherous: Topic: 299, Keyword number: 23
statues: Topic: 299, Keyword number: 24
jokes: Topic: 300, Keyword number: 0
romy_michele's: Topic: 300, Keyword number: 1
says_love: Topic: 300, Keyword number: 2
enjoyment_spreads: Topic: 300, Keyword number: 3
keep_wall: Topic: 300, Keyword number: 4
constant_targets: Topic: 300, Keyword number: 5
hierarchy: Topic: 300, Keyword number: 6
past_come: Topic: 300, Keyword number: 7
discuss_caste: Topic: 300, Keyword number: 8
michele_use: Topic: 300, Keyword number: 9
lucky_getting: Topic: 300, Keyword number: 10
done_robin: Topic: 300, Keyword number: 11
retorts_easy: Topic: 300, Keyword number: 12
