fully-ripened_comic: Topic: 2, Keyword number: 0
set_upon: Topic: 1066, Keyword number: 22
title_release: Topic: 1066, Keyword number: 23
reason_given: Topic: 1066, Keyword number: 24
harford's_apartment: Topic: 1067, Keyword number: 0
sex_two: Topic: 1067, Keyword number: 1
auteur's: Topic: 1067, Keyword number: 2
end_consistently: Topic: 1067, Keyword number: 3
many_others: Topic: 1067, Keyword number: 4
kid: Topic: 1068, Keyword number: 0
carry_film: Topic: 1068, Keyword number: 1
williams: Topic: 1068, Keyword number: 2
annie_oakley: Topic: 1068, Keyword number: 3
sanitary_engineer: Topic: 1068, Keyword number: 4
sheriff_albert: Topic: 1068, Keyword number: 5
judge_burke: Topic: 1068, Keyword number: 6
burke: Topic: 1068, Keyword number: 7
misunderstanding: Topic: 1068, Keyword number: 8
pertwee: Topic: 1068, Keyword number: 9
interesting_carry: Topic: 1068, Keyword number: 10
therefore_interesting: Topic: 1068, Keyword number: 11
movie_title: Topic: 1068, Keyword number: 12
commendable_songs: Topic: 1068, Keyword number: 13
sequences_commendable: Topic: 1068, Keyword number: 14
possesses_realism: Topic: 1068, Keyword number: 15
weak_part: Topic: 1068, Keyword number: 16
uses_new: Topic: 1068, Keyword number: 17
earp_played: Topic: 1068, Keyword number: 18
part_doc: Topic: 1068, Keyword number: 19
owner_takes: Topic: 1068, Keyword number: 20
bar_owner: Topic: 1068, Keyword number: 21
film_thirty: Topic: 1068, Keyword number: 22
scene_even: Topic: 1068, Keyword number: 23
casting_hawtrey: Topic: 1068, Keyword number: 24
henson: Topic: 1069, Keyword number: 0
brian_henson: Topic: 1069, Keyword number: 1
still_deserves: Topic: 1069, Keyword number: 2
bowie_guest-host: Topic: 1069, Keyword number: 3
people-less: Topic: 1069, Keyword number: 4
scenes_quietly: Topic: 1069, Keyword number: 5
unseen_character: Topic: 1069, Keyword number: 6
tone-perfect: Topic: 1069, Keyword number: 7
strings_hands: Topic: 1069, Keyword number: 8
must_stress: Topic: 1069, Keyword number: 9
chase--but: Topic: 1069, Keyword number: 10
named_fizzgig: Topic: 1069, Keyword number: 11
tumbleweed-like: Topic: 1069, Keyword number: 12
aughra_removes: Topic: 1069, Keyword number: 13
reinserted_crystal: Topic: 1069, Keyword number: 14
mystics_send: Topic: 1069, Keyword number: 15
world_split: Topic: 1069, Keyword number: 16
monkey_lost: Topic: 1069, Keyword number: 17
thriving_financially: Topic: 1069, Keyword number: 18
fans_company: Topic: 1069, Keyword number: 19
shows_colonel: Topic: 1069, Keyword number: 20
bringing_col: Topic: 1069, Keyword number: 21
symptomatic: Topic: 1069, Keyword number: 22
japanese_incapable: Topic: 1069, Keyword number: 23
afterwards_col: Topic: 1069, Keyword number: 24
past_generation: Topic: 1073, Keyword number: 0
hutter: Topic: 1073, Keyword number: 1
different: Topic: 1073, Keyword number: 2
another_occasion: Topic: 1073, Keyword number: 3
plumb_depths: Topic: 1073, Keyword number: 4
triptych: Topic: 1073, Keyword number: 5
dean_even: Topic: 1073, Keyword number: 6
still_lionize: Topic: 1073, Keyword number: 7
seem_still: Topic: 1073, Keyword number: 8
years_grown: Topic: 1073, Keyword number: 9
lost_lot: Topic: 1073, Keyword number: 10
british_accents: Topic: 1073, Keyword number: 11
display_universal: Topic: 1073, Keyword number: 12
places_rebel: Topic: 1073, Keyword number: 13
whatever_dim: Topic: 1073, Keyword number: 14
like_i'll: Topic: 1073, Keyword number: 15
modern_version: Topic: 1073, Keyword number: 16
alas_like: Topic: 1073, Keyword number: 17
bringing_classic: Topic: 1073, Keyword number: 18
entertainment's: Topic: 1073, Keyword number: 19
film_purchasing: Topic: 1073, Keyword number: 20
castle_speak: Topic: 1073, Keyword number: 21
visit_orlock's: Topic: 1073, Keyword number: 22
orders: Topic: 1073, Keyword number: 23
nice_home: Topic: 1073, Keyword number: 24
left_everyone: Topic: 1074, Keyword number: 0
hard_try: Topic: 1074, Keyword number: 1
showed_horrible: Topic: 1074, Keyword number: 2
godfather-films_famous: Topic: 1074, Keyword number: 3
copolla_unfinished: Topic: 1074, Keyword number: 4
omnipotent_love: Topic: 1074, Keyword number: 5
extremely_believable: Topic: 1074, Keyword number: 6
tinge_schmaltziness: Topic: 1074, Keyword number: 7
druggie: Topic: 1074, Keyword number: 8
focused: Topic: 1074, Keyword number: 9
idea_runs: Topic: 1075, Keyword number: 0
nearby_nevertheless: Topic: 1075, Keyword number: 1
ever_watches: Topic: 1075, Keyword number: 2
money_identify: Topic: 1075, Keyword number: 3
brothers_eyes: Topic: 1075, Keyword number: 4
world: Topic: 1076, Keyword number: 0
sherri: Topic: 1076, Keyword number: 1
matter: Topic: 1076, Keyword number: 2
decide: Topic: 1076, Keyword number: 3
bobby: Topic: 1076, Keyword number: 4
intelligent: Topic: 1076, Keyword number: 5
olenska: Topic: 1076, Keyword number: 6
scathing: Topic: 1076, Keyword number: 7
audience_would: Topic: 1076, Keyword number: 8
answer: Topic: 1076, Keyword number: 9
choice: Topic: 1076, Keyword number: 10
doctor: Topic: 1076, Keyword number: 11
could: Topic: 1076, Keyword number: 12
private_matter: Topic: 1076, Keyword number: 13
everyone's_heard: Topic: 1076, Keyword number: 14
arrangements: Topic: 1076, Keyword number: 15
story_it's: Topic: 1076, Keyword number: 16
quick: Topic: 1076, Keyword number: 17
executive_producer: Topic: 1076, Keyword number: 18
fine: Topic: 1076, Keyword number: 19
truman_burbank: Topic: 1076, Keyword number: 20
media: Topic: 1076, Keyword number: 21
driver: Topic: 1076, Keyword number: 22
make_matters: Topic: 1076, Keyword number: 23
supposed: Topic: 1076, Keyword number: 24
sweet_sweetback: Topic: 1077, Keyword number: 0
cops: Topic: 1077, Keyword number: 1
sweetback's_baadasssss: Topic: 1077, Keyword number: 2
baadasssss: Topic: 1077, Keyword number: 3
charlotte_rampling: Topic: 1077, Keyword number: 4
arguments: Topic: 1077, Keyword number: 5
victory: Topic: 1077, Keyword number: 6
race_relations: Topic: 1077, Keyword number: 7
needed_equipment: Topic: 1077, Keyword number: 8
nigger_coming: Topic: 1077, Keyword number: 9
sweetback_escape: Topic: 1077, Keyword number: 10
imminent_african-american: Topic: 1077, Keyword number: 11
simply_black: Topic: 1077, Keyword number: 12
starring_actors: Topic: 1077, Keyword number: 13
lists_starring: Topic: 1077, Keyword number: 14
relation_whites: Topic: 1077, Keyword number: 15
roles_important: Topic: 1077, Keyword number: 16
specifically_black: Topic: 1077, Keyword number: 17
exception_sidney: Topic: 1077, Keyword number: 18
gains_respect: Topic: 1077, Keyword number: 19
sweetback_good: Topic: 1077, Keyword number: 20
still_others: Topic: 1077, Keyword number: 21
wreaks_rooted: Topic: 1077, Keyword number: 22
sweetback_little: Topic: 1077, Keyword number: 23
away_mexico: Topic: 1077, Keyword number: 24
good_thriller: Topic: 1078, Keyword number: 0
believability_rather: Topic: 1078, Keyword number: 1
hollywood_production: Topic: 1078, Keyword number: 2
like_sigourney: Topic: 1078, Keyword number: 3
well: Topic: 1079, Keyword number: 0
story: Topic: 1079, Keyword number: 1
great: Topic: 1079, Keyword number: 2
good: Topic: 1079, Keyword number: 3
second: Topic: 1079, Keyword number: 4
see: Topic: 1079, Keyword number: 5
would: Topic: 1079, Keyword number: 6
henry: Topic: 1079, Keyword number: 7
real: Topic: 1079, Keyword number: 8
still: Topic: 1079, Keyword number: 9
something: Topic: 1079, Keyword number: 10
think: Topic: 1079, Keyword number: 11
problems: Topic: 1079, Keyword number: 12
didn't: Topic: 1079, Keyword number: 13
son: Topic: 1079, Keyword number: 14
two: Topic: 1079, Keyword number: 15
they're: Topic: 1079, Keyword number: 16
come: Topic: 1079, Keyword number: 17
lot: Topic: 1079, Keyword number: 18
half: Topic: 1079, Keyword number: 19
make: Topic: 1079, Keyword number: 20
interesting: Topic: 1079, Keyword number: 21
armageddon: Topic: 1079, Keyword number: 22
daughter: Topic: 1079, Keyword number: 23
easily: Topic: 1079, Keyword number: 24
river: Topic: 1081, Keyword number: 0
lewis: Topic: 1081, Keyword number: 1
men: Topic: 1081, Keyword number: 2
arguments: Topic: 1081, Keyword number: 3
producers: Topic: 1081, Keyword number: 4
heard: Topic: 1081, Keyword number: 5
hillbilly: Topic: 1081, Keyword number: 6
ned: Topic: 1081, Keyword number: 7
made_films: Topic: 1081, Keyword number: 8
honestly_say: Topic: 1081, Keyword number: 9
craftsmanship: Topic: 1081, Keyword number: 10
arrow: Topic: 1081, Keyword number: 11
dig: Topic: 1081, Keyword number: 12
subscribed_roles: Topic: 1081, Keyword number: 13
social_drama: Topic: 1081, Keyword number: 14
swann_would-be-girlfriend: Topic: 1081, Keyword number: 15
pace_exception: Topic: 1081, Keyword number: 16
scenes_fights: Topic: 1081, Keyword number: 17
simple_serves: Topic: 1081, Keyword number: 18
favour_despite: Topic: 1081, Keyword number: 19
like_handguns: Topic: 1081, Keyword number: 20
annoying_matters: Topic: 1081, Keyword number: 21
generations_cinematic: Topic: 1081, Keyword number: 22
impression_future: Topic: 1081, Keyword number: 23
career_movie: Topic: 1081, Keyword number: 24
nearby_theater: Topic: 1082, Keyword number: 0
black_suit: Topic: 1082, Keyword number: 1
baby_stroller: Topic: 1082, Keyword number: 2
seeing_classic: Topic: 1082, Keyword number: 3
jail_one: Topic: 1082, Keyword number: 4
get_education: Topic: 1082, Keyword number: 5
savant: Topic: 1082, Keyword number: 6
interests: Topic: 1082, Keyword number: 7
damon_co-star: Topic: 1082, Keyword number: 8
trait_associated: Topic: 1082, Keyword number: 9
ryan_limo: Topic: 1083, Keyword number: 0
marie: Topic: 1086, Keyword number: 0
jean: Topic: 1086, Keyword number: 1
odile: Topic: 1086, Keyword number: 2
jean's: Topic: 1086, Keyword number: 3
marie's: Topic: 1086, Keyword number: 4
see_sea: Topic: 1086, Keyword number: 5
drops_burning: Topic: 1086, Keyword number: 6
water_drops: Topic: 1086, Keyword number: 7
marie_returns: Topic: 1086, Keyword number: 8
bruno_cremet: Topic: 1086, Keyword number: 9
rampling: Topic: 1086, Keyword number: 10
charlotte: Topic: 1086, Keyword number: 11
melancholy: Topic: 1086, Keyword number: 12
fantasy: Topic: 1086, Keyword number: 13
sand: Topic: 1086, Keyword number: 14
touches: Topic: 1086, Keyword number: 15
french: Topic: 1086, Keyword number: 16
rocks: Topic: 1086, Keyword number: 17
police: Topic: 1086, Keyword number: 18
year_another: Topic: 1086, Keyword number: 19
faithless: Topic: 1086, Keyword number: 20
liv_ullmann's: Topic: 1086, Keyword number: 21
bill_liv: Topic: 1086, Keyword number: 22
double_bill: Topic: 1086, Keyword number: 23
fascinating_double: Topic: 1086, Keyword number: 24
silent_bob: Topic: 1087, Keyword number: 0
jay: Topic: 1087, Keyword number: 1
strike_back: Topic: 1087, Keyword number: 2
bob_strike: Topic: 1087, Keyword number: 3
smith: Topic: 1087, Keyword number: 4
comic_book: Topic: 1087, Keyword number: 5
silent_bob's: Topic: 1087, Keyword number: 6
bluntman_chronic: Topic: 1087, Keyword number: 7
chronic: Topic: 1087, Keyword number: 8
bluntman: Topic: 1087, Keyword number: 9
kevin_smith's: Topic: 1087, Keyword number: 10
funniest_movie: Topic: 1087, Keyword number: 11
affleck: Topic: 1087, Keyword number: 12
damon: Topic: 1087, Keyword number: 13
stop: Topic: 1087, Keyword number: 14
affleck_matt: Topic: 1087, Keyword number: 15
nun: Topic: 1087, Keyword number: 16
der_beek: Topic: 1087, Keyword number: 17
der: Topic: 1087, Keyword number: 18
biggs_james: Topic: 1087, Keyword number: 19
alter: Topic: 1087, Keyword number: 20
swan_song: Topic: 1087, Keyword number: 21
swan: Topic: 1087, Keyword number: 22
miramax: Topic: 1087, Keyword number: 23
carrie_fisher: Topic: 1087, Keyword number: 24
jerry_fletcher's: Topic: 1088, Keyword number: 0
created_terrific: Topic: 1088, Keyword number: 1
stoic_gunslinger: Topic: 1089, Keyword number: 0
tony_gilroy: Topic: 1089, Keyword number: 1
money_choice: Topic: 1089, Keyword number: 2
crowe's_character: Topic: 1089, Keyword number: 3
hard_find: Topic: 1089, Keyword number: 4
march: Topic: 1089, Keyword number: 5
david: Topic: 1090, Keyword number: 0
australia: Topic: 1090, Keyword number: 1
helfgott: Topic: 1090, Keyword number: 2
lit: Topic: 1090, Keyword number: 3
thumping: Topic: 1090, Keyword number: 4
babbling: Topic: 1090, Keyword number: 5
australian_film: Topic: 1090, Keyword number: 6
thesis_many: Topic: 1090, Keyword number: 7
australia_ayers: Topic: 1090, Keyword number: 8
warmth_towards: Topic: 1090, Keyword number: 9
brown_comments: Topic: 1090, Keyword number: 10
teacher_church: Topic: 1090, Keyword number: 11
flies_dust: Topic: 1090, Keyword number: 12
churchman: Topic: 1090, Keyword number: 13
settlement_hundreds: Topic: 1090, Keyword number: 14
slow_dwelling: Topic: 1090, Keyword number: 15
plot_accessible: Topic: 1090, Keyword number: 16
sequel_making: Topic: 1090, Keyword number: 17
morse_coincidentally: Topic: 1090, Keyword number: 18
film_indication: Topic: 1090, Keyword number: 19
photographer_punching: Topic: 1090, Keyword number: 20
stars_won't: Topic: 1090, Keyword number: 21
trying_pitch: Topic: 1090, Keyword number: 22
super_format: Topic: 1090, Keyword number: 23
turks_help: Topic: 1090, Keyword number: 24
dalai: Topic: 1092, Keyword number: 0
tibet_philip: Topic: 1092, Keyword number: 1
accept_leadership: Topic: 1092, Keyword number: 2
responsibility_keeps: Topic: 1092, Keyword number: 3
monk_wandering: Topic: 1092, Keyword number: 4
casino_whatever: Topic: 1092, Keyword number: 5
belonging: Topic: 1092, Keyword number: 6
message_artistically: Topic: 1092, Keyword number: 7
kundun_succeeds: Topic: 1092, Keyword number: 8
augment_cultural: Topic: 1092, Keyword number: 9
spectacle_helps: Topic: 1092, Keyword number: 10
carried_away: Topic: 1092, Keyword number: 11
get_carried: Topic: 1092, Keyword number: 12
scorsese_occasionally: Topic: 1092, Keyword number: 13
design_cinematography: Topic: 1092, Keyword number: 14
film_concentrates: Topic: 1092, Keyword number: 15
oblique_dream: Topic: 1092, Keyword number: 16
interesting_yet: Topic: 1092, Keyword number: 17
spirituality_political: Topic: 1092, Keyword number: 18
probably_larger-than-life: Topic: 1092, Keyword number: 19
tibetans: Topic: 1092, Keyword number: 20
china_scorsese: Topic: 1092, Keyword number: 21
one_works: Topic: 1092, Keyword number: 22
think_needs: Topic: 1092, Keyword number: 23
structure_personally: Topic: 1092, Keyword number: 24
yankee_hank: Topic: 1093, Keyword number: 0
third_act: Topic: 1093, Keyword number: 1
lang's: Topic: 1093, Keyword number: 2
robert_altman: Topic: 1093, Keyword number: 3
can't_identify: Topic: 1093, Keyword number: 4
providing_alibis: Topic: 1093, Keyword number: 5
claims_can't: Topic: 1093, Keyword number: 6
mob_ambitious: Topic: 1093, Keyword number: 7
suspect_mob: Topic: 1093, Keyword number: 8
think_last: Topic: 1093, Keyword number: 9
seems_unusual: Topic: 1093, Keyword number: 10
magistrate: Topic: 1093, Keyword number: 11
finds_redemption: Topic: 1093, Keyword number: 12
faces_brokedown: Topic: 1093, Keyword number: 13
freedom_many: Topic: 1093, Keyword number: 14
hearing_film's: Topic: 1093, Keyword number: 15
sadistic_thai: Topic: 1093, Keyword number: 16
sunlit_prison: Topic: 1093, Keyword number: 17
different_american: Topic: 1093, Keyword number: 18
wheels_proves: Topic: 1093, Keyword number: 19
stands_stretches: Topic: 1093, Keyword number: 20
across_open: Topic: 1093, Keyword number: 21
ultimately_sub-themes: Topic: 1093, Keyword number: 22
sub-themes: Topic: 1093, Keyword number: 23
proffered: Topic: 1093, Keyword number: 24
gugino: Topic: 1094, Keyword number: 0
patrick_renna: Topic: 1094, Keyword number: 1
time_person: Topic: 1094, Keyword number: 2
good_anyone: Topic: 1094, Keyword number: 3
nudity_definitely: Topic: 1094, Keyword number: 4
new_even: Topic: 1094, Keyword number: 5
especially_wiez: Topic: 1094, Keyword number: 6
see_summer: Topic: 1094, Keyword number: 7
clerk_eastwood: Topic: 1094, Keyword number: 8
delivered_lines: Topic: 1094, Keyword number: 9
long_gone: Topic: 1094, Keyword number: 10
done_many: Topic: 1094, Keyword number: 11
makes_character: Topic: 1094, Keyword number: 12
contain: Topic: 1094, Keyword number: 13
fable: Topic: 1095, Keyword number: 0
springsteen: Topic: 1095, Keyword number: 1
studebakers_gang: Topic: 1095, Keyword number: 2
minutes_cue: Topic: 1095, Keyword number: 3
especially_movie: Topic: 1095, Keyword number: 4
pacing_surprise: Topic: 1095, Keyword number: 5
attitudes_quotable: Topic: 1095, Keyword number: 6
touches_movies: Topic: 1095, Keyword number: 7
pare: Topic: 1095, Keyword number: 8
nasty_old: Topic: 1095, Keyword number: 9
led_bloodthirsty: Topic: 1095, Keyword number: 10
works_plot: Topic: 1095, Keyword number: 11
american_movie: Topic: 1095, Keyword number: 12
rewrite_irected: Topic: 1095, Keyword number: 13
fable_description: Topic: 1095, Keyword number: 14
bills_rock: Topic: 1095, Keyword number: 15
ton_fun: Topic: 1095, Keyword number: 16
soldier: Topic: 1095, Keyword number: 17
stylish: Topic: 1095, Keyword number: 18
parts: Topic: 1095, Keyword number: 19
noir: Topic: 1095, Keyword number: 20
weakness: Topic: 1095, Keyword number: 21
troopers: Topic: 1096, Keyword number: 0
starship: Topic: 1096, Keyword number: 1
it's: Topic: 1096, Keyword number: 2
rico: Topic: 1096, Keyword number: 3
