turns_finale: Topic: 1, Keyword number: 0
happened_either: Topic: 1681, Keyword number: 11
either_one: Topic: 1681, Keyword number: 12
thought_something: Topic: 1681, Keyword number: 13
much_intrigued: Topic: 1681, Keyword number: 14
kinda_lost: Topic: 1681, Keyword number: 15
deserted_area: Topic: 1681, Keyword number: 16
build-up_wahlberg: Topic: 1681, Keyword number: 17
whole_build-up: Topic: 1681, Keyword number: 18
bonham: Topic: 1681, Keyword number: 19
costumed: Topic: 1681, Keyword number: 20
real_also: Topic: 1681, Keyword number: 21
characterizations_mean: Topic: 1681, Keyword number: 22
apart_others: Topic: 1681, Keyword number: 23
fare_although: Topic: 1681, Keyword number: 24
fray_billy's: Topic: 1683, Keyword number: 0
filming_illegal: Topic: 1683, Keyword number: 1
tense_billy: Topic: 1683, Keyword number: 2
visit_may: Topic: 1683, Keyword number: 3
i've_subsequently: Topic: 1683, Keyword number: 4
artist's_sister: Topic: 1683, Keyword number: 5
check_movie: Topic: 1683, Keyword number: 6
however_doesn't: Topic: 1687, Keyword number: 0
two_songs: Topic: 1687, Keyword number: 1
david_christopher: Topic: 1690, Keyword number: 0
smile: Topic: 1690, Keyword number: 1
pointed: Topic: 1690, Keyword number: 2
ghost: Topic: 1693, Keyword number: 0
ghost_dog: Topic: 1693, Keyword number: 1
louise: Topic: 1693, Keyword number: 2
jarmusch: Topic: 1693, Keyword number: 3
mafia: Topic: 1693, Keyword number: 4
samurai: Topic: 1693, Keyword number: 5
old_ways: Topic: 1693, Keyword number: 6
way_samurai: Topic: 1693, Keyword number: 7
holds: Topic: 1693, Keyword number: 8
rap_music: Topic: 1693, Keyword number: 9
louie: Topic: 1693, Keyword number: 10
hagakure: Topic: 1693, Keyword number: 11
rises_beyond: Topic: 1693, Keyword number: 12
bankole: Topic: 1693, Keyword number: 13
vessey: Topic: 1693, Keyword number: 14
gorman: Topic: 1693, Keyword number: 15
silva: Topic: 1693, Keyword number: 16
first_blush: Topic: 1693, Keyword number: 17
blush: Topic: 1693, Keyword number: 18
betty: Topic: 1693, Keyword number: 19
franco: Topic: 1693, Keyword number: 20
film's_end: Topic: 1693, Keyword number: 21
jim_jarmusch: Topic: 1693, Keyword number: 22
henry: Topic: 1693, Keyword number: 23
rap: Topic: 1693, Keyword number: 24
complain_amateurish: Topic: 1699, Keyword number: 0
nielsen_he's: Topic: 1699, Keyword number: 1
spoken_gags: Topic: 1699, Keyword number: 2
non-stop_whiz-bang: Topic: 1699, Keyword number: 3
unsympathetic_even: Topic: 1699, Keyword number: 4
ted_buys: Topic: 1699, Keyword number: 5
hays_ex-fighter-pilot: Topic: 1699, Keyword number: 6
bad_fish: Topic: 1699, Keyword number: 7
true_cornerstone: Topic: 1699, Keyword number: 8
team_first: Topic: 1699, Keyword number: 9
titles_airplane: Topic: 1699, Keyword number: 10
would_good: Topic: 1699, Keyword number: 11
buys: Topic: 1699, Keyword number: 12
best_known: Topic: 1699, Keyword number: 13
vcr: Topic: 1699, Keyword number: 14
teacher_two: Topic: 1700, Keyword number: 0
movie_shoot: Topic: 1700, Keyword number: 1
highlight_another: Topic: 1700, Keyword number: 2
woman_pulled: Topic: 1700, Keyword number: 3
end_leigh: Topic: 1700, Keyword number: 4
settings_gives: Topic: 1700, Keyword number: 5
pulling_together: Topic: 1700, Keyword number: 6
london_make: Topic: 1700, Keyword number: 7
completely_different: Topic: 1700, Keyword number: 8
vaughn: Topic: 1700, Keyword number: 9
total_witnessed: Topic: 1703, Keyword number: 0
study_town: Topic: 1703, Keyword number: 1
piper: Topic: 1703, Keyword number: 2
must_aided: Topic: 1704, Keyword number: 0
effected_war: Topic: 1704, Keyword number: 1
horror_america: Topic: 1704, Keyword number: 2
ladies: Topic: 1708, Keyword number: 0
naked: Topic: 1708, Keyword number: 1
lack_decent: Topic: 1708, Keyword number: 2
potshots: Topic: 1708, Keyword number: 3
hilfiger: Topic: 1708, Keyword number: 4
commentary_comedy: Topic: 1708, Keyword number: 5
fashion_awards: Topic: 1708, Keyword number: 6
you'd_enjoy: Topic: 1708, Keyword number: 7
mood_person: Topic: 1708, Keyword number: 8
violence_probably: Topic: 1708, Keyword number: 9
alteration_no-dialog: Topic: 1708, Keyword number: 10
character_closest: Topic: 1708, Keyword number: 11
succumbed_cult: Topic: 1708, Keyword number: 12
art_even: Topic: 1708, Keyword number: 13
scum_two: Topic: 1708, Keyword number: 14
part_system: Topic: 1708, Keyword number: 15
honest_one: Topic: 1708, Keyword number: 16
room_acknowledges: Topic: 1708, Keyword number: 17
fading_talent: Topic: 1708, Keyword number: 18
ava_gardner: Topic: 1708, Keyword number: 19
cross_ava: Topic: 1708, Keyword number: 20
ava: Topic: 1708, Keyword number: 21
ethos: Topic: 1708, Keyword number: 22
reflexively_competitive: Topic: 1708, Keyword number: 23
attractive_starring: Topic: 1708, Keyword number: 24
fernando_bruno: Topic: 1709, Keyword number: 0
impacted_five-year: Topic: 1709, Keyword number: 1
mission: Topic: 1714, Keyword number: 0
leaders: Topic: 1714, Keyword number: 1
weakness_couldn't: Topic: 1714, Keyword number: 2
perfect_holiday: Topic: 1714, Keyword number: 3
bug_life: Topic: 1714, Keyword number: 4
performing_bugs: Topic: 1714, Keyword number: 5
circus: Topic: 1714, Keyword number: 6
harvest_extra: Topic: 1714, Keyword number: 7
amount_food: Topic: 1714, Keyword number: 8
shortly_retrieve: Topic: 1714, Keyword number: 9
vows_return: Topic: 1714, Keyword number: 10
harvest_leader: Topic: 1714, Keyword number: 11
ants_harvest: Topic: 1714, Keyword number: 12
group_grasshoppers: Topic: 1714, Keyword number: 13
send_mission: Topic: 1714, Keyword number: 14
lost_leaders: Topic: 1714, Keyword number: 15
one_inventions: Topic: 1714, Keyword number: 16
cutely_voiced: Topic: 1714, Keyword number: 17
ant_named: Topic: 1714, Keyword number: 18
life_centers: Topic: 1714, Keyword number: 19
antz: Topic: 1714, Keyword number: 20
nearly_deep: Topic: 1714, Keyword number: 21
bugs_life: Topic: 1714, Keyword number: 22
imaginative: Topic: 1714, Keyword number: 23
shortly: Topic: 1714, Keyword number: 24
alda: Topic: 1715, Keyword number: 0
acting: Topic: 1715, Keyword number: 1
lapaglia's: Topic: 1715, Keyword number: 2
recommendable_movie: Topic: 1715, Keyword number: 3
exotica_forgettable: Topic: 1715, Keyword number: 4
sensationalistic: Topic: 1715, Keyword number: 5
intentions_don't: Topic: 1715, Keyword number: 6
cutbacks_max: Topic: 1715, Keyword number: 7
lunatic: Topic: 1715, Keyword number: 8
benefits: Topic: 1715, Keyword number: 9
entertaining_slop: Topic: 1715, Keyword number: 10
possess_inspiration: Topic: 1715, Keyword number: 11
alda_faced: Topic: 1715, Keyword number: 12
sinks: Topic: 1715, Keyword number: 13
beyond_sheedy: Topic: 1715, Keyword number: 14
seems_attended: Topic: 1715, Keyword number: 15
dim-witted: Topic: 1715, Keyword number: 16
mafioso: Topic: 1715, Keyword number: 17
seizes_spotlight: Topic: 1715, Keyword number: 18
sheedy_expresses: Topic: 1715, Keyword number: 19
understated_performance: Topic: 1715, Keyword number: 20
versus_values: Topic: 1715, Keyword number: 21
story_culture: Topic: 1715, Keyword number: 22
ostentatious_two: Topic: 1715, Keyword number: 23
clan: Topic: 1715, Keyword number: 24
suzie: Topic: 1717, Keyword number: 0
sect: Topic: 1717, Keyword number: 1
richards: Topic: 1717, Keyword number: 2
dillon: Topic: 1717, Keyword number: 3
campbell: Topic: 1717, Keyword number: 4
lombardo's: Topic: 1717, Keyword number: 5
daphne_rubin-vega: Topic: 1717, Keyword number: 6
rubin-vega: Topic: 1717, Keyword number: 7
theresa: Topic: 1717, Keyword number: 8
bacon: Topic: 1717, Keyword number: 9
kelly's: Topic: 1717, Keyword number: 10
bay: Topic: 1717, Keyword number: 11
denise_richards: Topic: 1717, Keyword number: 12
bill: Topic: 1717, Keyword number: 13
never-ending_ordeal: Topic: 1717, Keyword number: 14
questions_bouts: Topic: 1717, Keyword number: 15
rather_thrilling: Topic: 1717, Keyword number: 16
lee_guinee: Topic: 1717, Keyword number: 17
regroup: Topic: 1717, Keyword number: 18
bunch_team: Topic: 1717, Keyword number: 19
released_august: Topic: 1717, Keyword number: 20
element_thriller: Topic: 1717, Keyword number: 21
myths_vampire: Topic: 1717, Keyword number: 22
popular_fantasy: Topic: 1717, Keyword number: 23
choices_obliterated: Topic: 1717, Keyword number: 24
anette: Topic: 1718, Keyword number: 0
hubbard's_best: Topic: 1718, Keyword number: 1
balanced_agent: Topic: 1718, Keyword number: 2
step_line: Topic: 1718, Keyword number: 3
save_city: Topic: 1718, Keyword number: 4
city_disaster: Topic: 1718, Keyword number: 5
else_screen: Topic: 1720, Keyword number: 0
troubled_youth: Topic: 1722, Keyword number: 0
almost_subliminally: Topic: 1722, Keyword number: 1
thereby_escaping: Topic: 1722, Keyword number: 2
entirety_paths: Topic: 1722, Keyword number: 3
life_create: Topic: 1722, Keyword number: 4
leadership_convincing: Topic: 1722, Keyword number: 5
small_role: Topic: 1722, Keyword number: 6
two_main: Topic: 1722, Keyword number: 7
catches: Topic: 1723, Keyword number: 0
explore_director: Topic: 1723, Keyword number: 1
mind_would: Topic: 1723, Keyword number: 2
super_sharp: Topic: 1723, Keyword number: 3
falls_madly: Topic: 1723, Keyword number: 4
blockbusters_entertain: Topic: 1723, Keyword number: 5
business_partner: Topic: 1723, Keyword number: 6
minimum_first: Topic: 1724, Keyword number: 0
season_specialist: Topic: 1724, Keyword number: 1
comedy_leave: Topic: 1724, Keyword number: 2
ears_killing: Topic: 1724, Keyword number: 3
screen: Topic: 1724, Keyword number: 4
hour_shanghai: Topic: 1727, Keyword number: 0
kinda_bad: Topic: 1727, Keyword number: 1
peculiar_kind: Topic: 1731, Keyword number: 0
entails_next: Topic: 1733, Keyword number: 0
likely_pouring: Topic: 1733, Keyword number: 1
ordell_way: Topic: 1733, Keyword number: 2
tarantino's_jules: Topic: 1733, Keyword number: 3
time_jules: Topic: 1733, Keyword number: 4
made_role: Topic: 1733, Keyword number: 5
wrote_script: Topic: 1733, Keyword number: 6
babe_spends: Topic: 1733, Keyword number: 7
ordell_prison: Topic: 1733, Keyword number: 8
would_order: Topic: 1733, Keyword number: 9
hope_posts: Topic: 1733, Keyword number: 10
proves_obstacle: Topic: 1733, Keyword number: 11
jackie_stopped: Topic: 1733, Keyword number: 12
business_enlisted: Topic: 1733, Keyword number: 13
comparison_jackie: Topic: 1733, Keyword number: 14
big_comeback: Topic: 1733, Keyword number: 15
interested_film: Topic: 1733, Keyword number: 16
films_fair: Topic: 1733, Keyword number: 17
balanced_critique: Topic: 1733, Keyword number: 18
tarantino_directed: Topic: 1733, Keyword number: 19
something_accomplish: Topic: 1733, Keyword number: 20
he's_quite: Topic: 1733, Keyword number: 21
public_wants: Topic: 1733, Keyword number: 22
cherry: Topic: 1733, Keyword number: 23
cheezy: Topic: 1733, Keyword number: 24
emira: Topic: 1735, Keyword number: 0
animated: Topic: 1735, Keyword number: 1
importantly_opening: Topic: 1735, Keyword number: 2
denis_leary-sandra: Topic: 1735, Keyword number: 3
one_cares: Topic: 1735, Keyword number: 4
struggle_cover: Topic: 1735, Keyword number: 5
flattering_reporters: Topic: 1735, Keyword number: 6
brilliantly_intersplices: Topic: 1735, Keyword number: 7
accomplished_musician: Topic: 1735, Keyword number: 8
simplest: Topic: 1735, Keyword number: 9
split_desolation: Topic: 1735, Keyword number: 10
adoption_henderson: Topic: 1735, Keyword number: 11
loses_hope: Topic: 1735, Keyword number: 12
henderson_haunted: Topic: 1735, Keyword number: 13
tired_horror: Topic: 1735, Keyword number: 14
growing_tired: Topic: 1735, Keyword number: 15
also_good: Topic: 1735, Keyword number: 16
picture_examines: Topic: 1735, Keyword number: 17
sample: Topic: 1735, Keyword number: 18
bolt_zeus: Topic: 1735, Keyword number: 19
zeus: Topic: 1735, Keyword number: 20
memorable_melodies: Topic: 1735, Keyword number: 21
menken/david_zippel: Topic: 1735, Keyword number: 22
alan_menken/david: Topic: 1735, Keyword number: 23
james_woods: Topic: 1735, Keyword number: 24
entertainment_gives: Topic: 1737, Keyword number: 0
ended_much: Topic: 1737, Keyword number: 1
engineering_normal: Topic: 1737, Keyword number: 2
murdered: Topic: 1737, Keyword number: 3
movie: Topic: 1738, Keyword number: 0
see: Topic: 1738, Keyword number: 1
magnolia: Topic: 1738, Keyword number: 2
classic: Topic: 1738, Keyword number: 3
moment: Topic: 1738, Keyword number: 4
plays: Topic: 1738, Keyword number: 5
doesn't: Topic: 1738, Keyword number: 6
experience: Topic: 1738, Keyword number: 7
leaves: Topic: 1738, Keyword number: 8
hits: Topic: 1738, Keyword number: 9
you've: Topic: 1738, Keyword number: 10
year: Topic: 1738, Keyword number: 11
say: Topic: 1738, Keyword number: 12
list: Topic: 1738, Keyword number: 13
matter: Topic: 1738, Keyword number: 14
went: Topic: 1738, Keyword number: 15
trying: Topic: 1738, Keyword number: 16
first: Topic: 1738, Keyword number: 17
headless_horseman: Topic: 1738, Keyword number: 18
film_decade: Topic: 1738, Keyword number: 19
flower: Topic: 1738, Keyword number: 20
runs: Topic: 1738, Keyword number: 21
blood: Topic: 1738, Keyword number: 22
you'll: Topic: 1738, Keyword number: 23
seriously: Topic: 1738, Keyword number: 24
till_comes: Topic: 1739, Keyword number: 0
used_relationship: Topic: 1739, Keyword number: 1
spots_like: Topic: 1739, Keyword number: 2
carrey's: Topic: 1739, Keyword number: 3
douglas: Topic: 1739, Keyword number: 4
various_aliases: Topic: 1739, Keyword number: 5
break_relationship: Topic: 1739, Keyword number: 6
far_know: Topic: 1739, Keyword number: 7
office_also: Topic: 1739, Keyword number: 8
acting_everyone: Topic: 1739, Keyword number: 9
version: Topic: 1739, Keyword number: 10
frozen_water: Topic: 1740, Keyword number: 0
girl_nita: Topic: 1740, Keyword number: 1
cuts_like: Topic: 1740, Keyword number: 2
it's_frigid: Topic: 1740, Keyword number: 3
agree_indeed: Topic: 1740, Keyword number: 4
jack_feels: Topic: 1740, Keyword number: 5
sketch: Topic: 1740, Keyword number: 6
signed_shallow: Topic: 1744, Keyword number: 0
refused_let: Topic: 1744, Keyword number: 1
system_age: Topic: 1744, Keyword number: 2
black_man: Topic: 1744, Keyword number: 3
troubled_character: Topic: 1744, Keyword number: 4
first_time: Topic: 1744, Keyword number: 5
laughing_one: Topic: 1748, Keyword number: 0
movie_terrance: Topic: 1748, Keyword number: 1
butthead: Topic: 1748, Keyword number: 2
proving: Topic: 1748, Keyword number: 3
tran: Topic: 1749, Keyword number: 0
vertical_ray: Topic: 1749, Keyword number: 1
suong's: Topic: 1749, Keyword number: 2
sun: Topic: 1749, Keyword number: 3
like_trailing: Topic: 1749, Keyword number: 4
harmony_watching: Topic: 1749, Keyword number: 5
ray_sun's: Topic: 1749, Keyword number: 6
resulted_radical: Topic: 1749, Keyword number: 7
recalls_ang: Topic: 1749, Keyword number: 8
lapsing_yellowish: Topic: 1749, Keyword number: 9
green_symbolizing: Topic: 1749, Keyword number: 10
alleys_courtyards: Topic: 1749, Keyword number: 11
part_small: Topic: 1749, Keyword number: 12
lee_ping-bin: Topic: 1749, Keyword number: 13
cinematographer_mark: Topic: 1749, Keyword number: 14
calm_exteriors: Topic: 1749, Keyword number: 15
exist_underneath: Topic: 1749, Keyword number: 16
later_three: Topic: 1749, Keyword number: 17
starts_turning: Topic: 1749, Keyword number: 18
initial_serenity: Topic: 1749, Keyword number: 19
causing_fall: Topic: 1749, Keyword number: 20
night_causing: Topic: 1749, Keyword number: 21
keeps_crawling: Topic: 1749, Keyword number: 22
leaves_trip: Topic: 1749, Keyword number: 23
writer_husband: Topic: 1749, Keyword number: 24
movie: Topic: 1751, Keyword number: 0
new: Topic: 1751, Keyword number: 1
character: Topic: 1751, Keyword number: 2
one: Topic: 1751, Keyword number: 3
also: Topic: 1751, Keyword number: 4
although: Topic: 1751, Keyword number: 5
great: Topic: 1751, Keyword number: 6
it's: Topic: 1751, Keyword number: 7
many: Topic: 1751, Keyword number: 8
side: Topic: 1751, Keyword number: 9
find: Topic: 1751, Keyword number: 10
people: Topic: 1751, Keyword number: 11
best: Topic: 1751, Keyword number: 12
away: Topic: 1751, Keyword number: 13
plot: Topic: 1751, Keyword number: 14
funny: Topic: 1751, Keyword number: 15
would: Topic: 1751, Keyword number: 16
like: Topic: 1751, Keyword number: 17
performance: Topic: 1751, Keyword number: 18
first: Topic: 1751, Keyword number: 19
ever: Topic: 1751, Keyword number: 20
director: Topic: 1751, Keyword number: 21
elements: Topic: 1751, Keyword number: 22
mystery: Topic: 1751, Keyword number: 23
five: Topic: 1751, Keyword number: 24
abraham_winner: Topic: 1752, Keyword number: 0
followed_star: Topic: 1752, Keyword number: 1
ruined_plot: Topic: 1754, Keyword number: 0
take: Topic: 1756, Keyword number: 0
bonnie: Topic: 1756, Keyword number: 1
trying: Topic: 1756, Keyword number: 2
like: Topic: 1756, Keyword number: 3
script: Topic: 1756, Keyword number: 4
don't: Topic: 1756, Keyword number: 5
packed: Topic: 1756, Keyword number: 6
blatant: Topic: 1756, Keyword number: 7
destroy: Topic: 1756, Keyword number: 8
internal: Topic: 1756, Keyword number: 9
means: Topic: 1756, Keyword number: 10
quickly: Topic: 1756, Keyword number: 11
escape: Topic: 1756, Keyword number: 12
real: Topic: 1756, Keyword number: 13
back: Topic: 1756, Keyword number: 14
