egypt: Topic: 0, Keyword number: 0
broderick: Topic: 646, Keyword number: 7
high: Topic: 646, Keyword number: 8
wells: Topic: 646, Keyword number: 9
purpose: Topic: 646, Keyword number: 10
fiction: Topic: 646, Keyword number: 11
finally: Topic: 646, Keyword number: 12
tension: Topic: 646, Keyword number: 13
quality: Topic: 646, Keyword number: 14
hand: Topic: 646, Keyword number: 15
oscar: Topic: 646, Keyword number: 16
find: Topic: 646, Keyword number: 17
touch-a: Topic: 646, Keyword number: 18
scientist: Topic: 646, Keyword number: 19
great_acting: Topic: 646, Keyword number: 20
mother: Topic: 646, Keyword number: 21
sitcom: Topic: 646, Keyword number: 22
affair: Topic: 646, Keyword number: 23
number: Topic: 646, Keyword number: 24
requiring_dive: Topic: 648, Keyword number: 0
fact_many: Topic: 648, Keyword number: 1
enough_conceal: Topic: 648, Keyword number: 2
referring_subtitled: Topic: 648, Keyword number: 3
two_special: Topic: 648, Keyword number: 4
speed_reads: Topic: 648, Keyword number: 5
wear: Topic: 649, Keyword number: 0
schindler's: Topic: 650, Keyword number: 0
schindler's_list: Topic: 650, Keyword number: 1
nephew: Topic: 650, Keyword number: 2
irish: Topic: 650, Keyword number: 3
defense_abolitionists: Topic: 650, Keyword number: 4
legal: Topic: 650, Keyword number: 5
brady: Topic: 650, Keyword number: 6
premiere: Topic: 650, Keyword number: 7
stellan_skarsgard: Topic: 650, Keyword number: 8
midst: Topic: 650, Keyword number: 9
screening: Topic: 650, Keyword number: 10
illuminated_chapter: Topic: 650, Keyword number: 11
certain_spielberg's: Topic: 650, Keyword number: 12
thing_certain: Topic: 650, Keyword number: 13
waters_author: Topic: 650, Keyword number: 14
amon_goeth: Topic: 650, Keyword number: 15
nixon_makes: Topic: 650, Keyword number: 16
richard_nixon: Topic: 650, Keyword number: 17
image_become: Topic: 650, Keyword number: 18
top-notch_matthew: Topic: 650, Keyword number: 19
divided_language: Topic: 650, Keyword number: 20
attorney_client: Topic: 650, Keyword number: 21
result_relationship: Topic: 650, Keyword number: 22
handed_provision: Topic: 650, Keyword number: 23
tried_murder: Topic: 650, Keyword number: 24
statement_expresses: Topic: 651, Keyword number: 0
slim_would: Topic: 651, Keyword number: 1
celebration_homecoming: Topic: 651, Keyword number: 2
chain_gold: Topic: 651, Keyword number: 3
ymca_could: Topic: 651, Keyword number: 4
overall_movie: Topic: 651, Keyword number: 5
many_action: Topic: 651, Keyword number: 6
time_bringing: Topic: 651, Keyword number: 7
part-time_gun: Topic: 651, Keyword number: 8
much_disappointment: Topic: 651, Keyword number: 9
awe_perhaps: Topic: 653, Keyword number: 0
screenwriters_sitch: Topic: 655, Keyword number: 0
jail_result: Topic: 655, Keyword number: 1
characters_darryl: Topic: 655, Keyword number: 2
idea_paradise: Topic: 655, Keyword number: 3
landed_course: Topic: 655, Keyword number: 4
vampire: Topic: 657, Keyword number: 0
blade: Topic: 657, Keyword number: 1
tarzan: Topic: 657, Keyword number: 2
vampires: Topic: 657, Keyword number: 3
batman: Topic: 657, Keyword number: 4
snipes: Topic: 657, Keyword number: 5
comic_book: Topic: 657, Keyword number: 6
wesley_snipes: Topic: 657, Keyword number: 7
wesley: Topic: 657, Keyword number: 8
deacon_frost: Topic: 657, Keyword number: 9
deacon: Topic: 657, Keyword number: 10
blade's: Topic: 657, Keyword number: 11
cgi: Topic: 657, Keyword number: 12
blood: Topic: 657, Keyword number: 13
classic: Topic: 657, Keyword number: 14
robin: Topic: 657, Keyword number: 15
single: Topic: 657, Keyword number: 16
books: Topic: 657, Keyword number: 17
saw_trailers: Topic: 657, Keyword number: 18
tarzan's_parents: Topic: 657, Keyword number: 19
anti-theft_device: Topic: 657, Keyword number: 20
blade_uses: Topic: 657, Keyword number: 21
appropriate_atmosphere: Topic: 657, Keyword number: 22
crow_batman: Topic: 657, Keyword number: 23
batman_robin: Topic: 657, Keyword number: 24
judge_dredd: Topic: 658, Keyword number: 0
sylvester_stallone: Topic: 658, Keyword number: 1
sylvester: Topic: 658, Keyword number: 2
permission_granted: Topic: 658, Keyword number: 3
associated_archival: Topic: 658, Keyword number: 4
christopher_meadows: Topic: 658, Keyword number: 5
special-effects_first-rate: Topic: 658, Keyword number: 6
constant_setbacks: Topic: 658, Keyword number: 7
water_explosions: Topic: 658, Keyword number: 8
driving_toward: Topic: 658, Keyword number: 9
couple_dog: Topic: 658, Keyword number: 10
playwright_family: Topic: 658, Keyword number: 11
jilted_rejected: Topic: 658, Keyword number: 12
latura_essentially: Topic: 658, Keyword number: 13
always_use: Topic: 658, Keyword number: 14
offering_shrugged: Topic: 658, Keyword number: 15
aren't_expecting: Topic: 658, Keyword number: 16
realize_that's: Topic: 658, Keyword number: 17
hackman_roddy: Topic: 658, Keyword number: 18
verbatim_especially: Topic: 658, Keyword number: 19
much_ask: Topic: 658, Keyword number: 20
two_difficult: Topic: 658, Keyword number: 21
course_include: Topic: 658, Keyword number: 22
nature_try: Topic: 658, Keyword number: 23
acting_interesting: Topic: 658, Keyword number: 24
outside_porno: Topic: 659, Keyword number: 0
stiller_terri: Topic: 659, Keyword number: 1
gym_restaurant: Topic: 659, Keyword number: 2
leave_howling: Topic: 659, Keyword number: 3
film_shut: Topic: 659, Keyword number: 4
took_ton: Topic: 659, Keyword number: 5
comes_screen: Topic: 659, Keyword number: 6
first_half-hour: Topic: 659, Keyword number: 7
extras: Topic: 659, Keyword number: 8
pop_culture: Topic: 659, Keyword number: 9
deserving: Topic: 659, Keyword number: 10
rides: Topic: 659, Keyword number: 11
chosen: Topic: 659, Keyword number: 12
two_inter-galactic: Topic: 660, Keyword number: 0
time: Topic: 661, Keyword number: 0
map: Topic: 661, Keyword number: 1
kevin: Topic: 661, Keyword number: 2
time_bandits: Topic: 661, Keyword number: 3
great: Topic: 661, Keyword number: 4
randall: Topic: 661, Keyword number: 5
ultimate: Topic: 661, Keyword number: 6
group_travels: Topic: 661, Keyword number: 7
terry_gilliam: Topic: 661, Keyword number: 8
gilliam: Topic: 661, Keyword number: 9
ironside: Topic: 661, Keyword number: 10
white_dot: Topic: 661, Keyword number: 11
funniest_commentary: Topic: 661, Keyword number: 12
note_transfer: Topic: 661, Keyword number: 13
jane_jensen: Topic: 661, Keyword number: 14
horse_tribe: Topic: 661, Keyword number: 15
alferd: Topic: 661, Keyword number: 16
moving_portrayal: Topic: 661, Keyword number: 17
aurelien_parent-koening: Topic: 661, Keyword number: 18
seeing_something: Topic: 661, Keyword number: 19
finally_liked: Topic: 661, Keyword number: 20
affect_film: Topic: 661, Keyword number: 21
moviemaking_film: Topic: 661, Keyword number: 22
entertain_anyone: Topic: 661, Keyword number: 23
unforgettable_characters: Topic: 661, Keyword number: 24
bateman: Topic: 662, Keyword number: 0
merton: Topic: 662, Keyword number: 1
millie: Topic: 662, Keyword number: 2
made: Topic: 662, Keyword number: 3
turner: Topic: 662, Keyword number: 4
also: Topic: 662, Keyword number: 5
hip_square: Topic: 662, Keyword number: 6
huey: Topic: 662, Keyword number: 7
bateman's: Topic: 662, Keyword number: 8
roache: Topic: 662, Keyword number: 9
near: Topic: 662, Keyword number: 10
venice: Topic: 662, Keyword number: 11
bateman_never: Topic: 662, Keyword number: 12
violence_sex: Topic: 662, Keyword number: 13
harron: Topic: 662, Keyword number: 14
hand_she's: Topic: 662, Keyword number: 15
love_kate: Topic: 662, Keyword number: 16
sees_kate: Topic: 662, Keyword number: 17
marry_kate: Topic: 662, Keyword number: 18
regret: Topic: 662, Keyword number: 19
requested: Topic: 662, Keyword number: 20
newspaper: Topic: 662, Keyword number: 21
fianc: Topic: 662, Keyword number: 22
collins: Topic: 662, Keyword number: 23
fits: Topic: 662, Keyword number: 24
accused_rape: Topic: 663, Keyword number: 0
sitting_eszterhaz: Topic: 663, Keyword number: 1
anxiously: Topic: 663, Keyword number: 2
become_night: Topic: 663, Keyword number: 3
high-school_sweetheart: Topic: 663, Keyword number: 4
mcdermott: Topic: 663, Keyword number: 5
wise_mirrors: Topic: 664, Keyword number: 0
beautiful_sings: Topic: 664, Keyword number: 1
often_add: Topic: 664, Keyword number: 2
helping_anchor: Topic: 664, Keyword number: 3
nurse_philip: Topic: 664, Keyword number: 4
adventurous_director: Topic: 664, Keyword number: 5
modern-day_new: Topic: 664, Keyword number: 6
tone_leaving: Topic: 664, Keyword number: 7
hopes_reach: Topic: 664, Keyword number: 8
fiction_psychological: Topic: 664, Keyword number: 9
archetypes: Topic: 664, Keyword number: 10
course_look: Topic: 664, Keyword number: 11
strawberry: Topic: 664, Keyword number: 12
london_slums: Topic: 664, Keyword number: 13
terminally_depressed: Topic: 664, Keyword number: 14
glenn_close: Topic: 664, Keyword number: 15
film_satisfying: Topic: 664, Keyword number: 16
films_wannabes: Topic: 664, Keyword number: 17
lacking_many: Topic: 664, Keyword number: 18
unexpectedly_high: Topic: 664, Keyword number: 19
delves_lot: Topic: 664, Keyword number: 20
sure_well: Topic: 664, Keyword number: 21
enough_managed: Topic: 664, Keyword number: 22
current_financial: Topic: 664, Keyword number: 23
semi-slum: Topic: 664, Keyword number: 24
tying: Topic: 665, Keyword number: 0
black: Topic: 666, Keyword number: 0
black_soldiers: Topic: 666, Keyword number: 1
glory: Topic: 666, Keyword number: 2
washington: Topic: 666, Keyword number: 3
michael: Topic: 666, Keyword number: 4
colonel_shaw: Topic: 666, Keyword number: 5
allegedly: Topic: 666, Keyword number: 6
terrence_phillip: Topic: 666, Keyword number: 7
blacks: Topic: 666, Keyword number: 8
satire: Topic: 666, Keyword number: 9
south--forever: Topic: 666, Keyword number: 10
north's: Topic: 666, Keyword number: 11
valuable_reminder: Topic: 666, Keyword number: 12
assault_fort: Topic: 666, Keyword number: 13
earning_honor: Topic: 666, Keyword number: 14
comes_soldiers: Topic: 666, Keyword number: 15
pride_regiment's: Topic: 666, Keyword number: 16
black_children: Topic: 666, Keyword number: 17
inspiration_couple: Topic: 666, Keyword number: 18
around_campfire: Topic: 666, Keyword number: 19
key_glory: Topic: 666, Keyword number: 20
stone_could: Topic: 666, Keyword number: 21
restraint_oliver: Topic: 666, Keyword number: 22
far_subtlety: Topic: 666, Keyword number: 23
thirtysomething_films: Topic: 666, Keyword number: 24
harped: Topic: 669, Keyword number: 0
kissed_afraid: Topic: 669, Keyword number: 1
geoff_pevere: Topic: 669, Keyword number: 2
meet_hiv-positive: Topic: 669, Keyword number: 3
narrative_also: Topic: 669, Keyword number: 4
secrets_life: Topic: 669, Keyword number: 5
eek: Topic: 669, Keyword number: 6
sam_dent: Topic: 669, Keyword number: 7
story_similar: Topic: 669, Keyword number: 8
egoyan_i'm: Topic: 669, Keyword number: 9
stopping: Topic: 669, Keyword number: 10
polite: Topic: 669, Keyword number: 11
locals: Topic: 669, Keyword number: 12
judith: Topic: 670, Keyword number: 0
happy: Topic: 670, Keyword number: 1
latifah: Topic: 670, Keyword number: 2
talk_get: Topic: 670, Keyword number: 3
someone_walking: Topic: 670, Keyword number: 4
upbeat_truthful: Topic: 670, Keyword number: 5
contrived_happy: Topic: 670, Keyword number: 6
model_another: Topic: 670, Keyword number: 7
living-and-breathing: Topic: 670, Keyword number: 8
better_think: Topic: 670, Keyword number: 9
award_film: Topic: 670, Keyword number: 10
table_begin: Topic: 670, Keyword number: 11
film_judith: Topic: 670, Keyword number: 12
likable_flawed: Topic: 670, Keyword number: 13
poignant_three: Topic: 670, Keyword number: 14
person_pat: Topic: 670, Keyword number: 15
recently_create: Topic: 670, Keyword number: 16
lost_daughter: Topic: 670, Keyword number: 17
devito_lonely: Topic: 670, Keyword number: 18
life_start: Topic: 670, Keyword number: 19
club_judith's: Topic: 670, Keyword number: 20
divorce_husband: Topic: 670, Keyword number: 21
lately_extremely: Topic: 670, Keyword number: 22
seven-year-olds: Topic: 670, Keyword number: 23
instead_usual: Topic: 670, Keyword number: 24
dares: Topic: 671, Keyword number: 0
ideas_bullets: Topic: 671, Keyword number: 1
universe_high: Topic: 671, Keyword number: 2
man: Topic: 672, Keyword number: 0
like: Topic: 672, Keyword number: 1
it's: Topic: 672, Keyword number: 2
plot: Topic: 672, Keyword number: 3
always: Topic: 672, Keyword number: 4
also: Topic: 672, Keyword number: 5
would: Topic: 672, Keyword number: 6
see: Topic: 672, Keyword number: 7
way: Topic: 672, Keyword number: 8
actors: Topic: 672, Keyword number: 9
films: Topic: 672, Keyword number: 10
next: Topic: 672, Keyword number: 11
jones: Topic: 672, Keyword number: 12
hero: Topic: 672, Keyword number: 13
scene: Topic: 672, Keyword number: 14
home: Topic: 672, Keyword number: 15
red: Topic: 672, Keyword number: 16
instead: Topic: 672, Keyword number: 17
well: Topic: 672, Keyword number: 18
tenebrae: Topic: 672, Keyword number: 19
argento's: Topic: 672, Keyword number: 20
else: Topic: 672, Keyword number: 21
capone: Topic: 672, Keyword number: 22
thriller: Topic: 672, Keyword number: 23
character: Topic: 672, Keyword number: 24
certainly_entertaining: Topic: 673, Keyword number: 0
helping_hearty: Topic: 673, Keyword number: 1
early_murphy: Topic: 673, Keyword number: 2
rolling_aisles: Topic: 673, Keyword number: 3
entitled_fake: Topic: 673, Keyword number: 4
garage_ramsey: Topic: 673, Keyword number: 5
switches_high: Topic: 673, Keyword number: 6
blouse: Topic: 673, Keyword number: 7
actress_daisy: Topic: 673, Keyword number: 8
pod: Topic: 673, Keyword number: 9
jerry: Topic: 673, Keyword number: 10
master: Topic: 674, Keyword number: 0
drunken_master: Topic: 674, Keyword number: 1
martial: Topic: 674, Keyword number: 2
martial_arts: Topic: 674, Keyword number: 3
arts: Topic: 674, Keyword number: 4
scorsese: Topic: 674, Keyword number: 5
early_jackie: Topic: 674, Keyword number: 6
wins: Topic: 674, Keyword number: 7
spiritual: Topic: 674, Keyword number: 8
hyena: Topic: 674, Keyword number: 9
martin_scorsese's: Topic: 674, Keyword number: 10
scorsese's: Topic: 674, Keyword number: 11
niro: Topic: 674, Keyword number: 12
chan_movie: Topic: 674, Keyword number: 13
opponents: Topic: 674, Keyword number: 14
sometime: Topic: 674, Keyword number: 15
early_films: Topic: 674, Keyword number: 16
first_jackie: Topic: 674, Keyword number: 17
distinction: Topic: 674, Keyword number: 18
travis_bickle: Topic: 674, Keyword number: 19
china: Topic: 674, Keyword number: 20
bully: Topic: 674, Keyword number: 21
slow: Topic: 674, Keyword number: 22
chan_movies: Topic: 674, Keyword number: 23
melancholy_softens: Topic: 674, Keyword number: 24
hortense: Topic: 675, Keyword number: 0
roxanne: Topic: 675, Keyword number: 1
common_people: Topic: 675, Keyword number: 2
stuff_perfection: Topic: 675, Keyword number: 3
potent_stuff: Topic: 675, Keyword number: 4
wait_video: Topic: 675, Keyword number: 5
sweet_without: Topic: 675, Keyword number: 6
naked_leigh: Topic: 675, Keyword number: 7
life_innit: Topic: 675, Keyword number: 8
says_near: Topic: 675, Keyword number: 9
misery_repression: Topic: 675, Keyword number: 10
earns_happy: Topic: 675, Keyword number: 11
truly_earns: Topic: 675, Keyword number: 12
hugging_one: Topic: 675, Keyword number: 13
spilled_ibsen-esque: Topic: 675, Keyword number: 14
feelings_film's: Topic: 675, Keyword number: 15
reticence_unspoken: Topic: 675, Keyword number: 16
intensity_reticence: Topic: 675, Keyword number: 17
reticence: Topic: 675, Keyword number: 18
lonely_caf: Topic: 675, Keyword number: 19
subtle_observations: Topic: 675, Keyword number: 20
detailed_performances: Topic: 675, Keyword number: 21
rounded_detailed: Topic: 675, Keyword number: 22
warmly: Topic: 675, Keyword number: 23
indeed_whole: Topic: 675, Keyword number: 24
boy: Topic: 676, Keyword number: 0
one: Topic: 676, Keyword number: 1
he's: Topic: 676, Keyword number: 2
flanders: Topic: 676, Keyword number: 3
heart: Topic: 676, Keyword number: 4
moments: Topic: 676, Keyword number: 5
every: Topic: 676, Keyword number: 6
ashley: Topic: 676, Keyword number: 7
cannot: Topic: 676, Keyword number: 8
good: Topic: 676, Keyword number: 9
it's: Topic: 676, Keyword number: 10
sheen: Topic: 676, Keyword number: 11
judd: Topic: 676, Keyword number: 12
sees: Topic: 676, Keyword number: 13
friend: Topic: 676, Keyword number: 14
normal_life: Topic: 676, Keyword number: 15
tells_story: Topic: 676, Keyword number: 16
miller: Topic: 676, Keyword number: 17
simon: Topic: 676, Keyword number: 18
start: Topic: 676, Keyword number: 19
rather: Topic: 676, Keyword number: 20
