terrorist: Topic: 0, Keyword number: 0
australia_certainly: Topic: 160, Keyword number: 16
constitution_australia: Topic: 160, Keyword number: 17
essence_constitution: Topic: 160, Keyword number: 18
hold_real: Topic: 160, Keyword number: 19
monologue_near: Topic: 160, Keyword number: 20
courtroom_monologue: Topic: 160, Keyword number: 21
outcomes_i'm: Topic: 160, Keyword number: 22
differing_outcomes: Topic: 160, Keyword number: 23
differing: Topic: 160, Keyword number: 24
scream: Topic: 161, Keyword number: 0
horror: Topic: 161, Keyword number: 1
stab: Topic: 161, Keyword number: 2
sidney: Topic: 161, Keyword number: 3
craven: Topic: 161, Keyword number: 4
neve_campbell: Topic: 161, Keyword number: 5
neve: Topic: 161, Keyword number: 6
campbell: Topic: 161, Keyword number: 7
arquette: Topic: 161, Keyword number: 8
series: Topic: 161, Keyword number: 9
cox: Topic: 161, Keyword number: 10
horror_movies: Topic: 161, Keyword number: 11
original: Topic: 161, Keyword number: 12
wes: Topic: 161, Keyword number: 13
first: Topic: 161, Keyword number: 14
david_arquette: Topic: 161, Keyword number: 15
weathers: Topic: 161, Keyword number: 16
williamson: Topic: 161, Keyword number: 17
horror_movie: Topic: 161, Keyword number: 18
murders: Topic: 161, Keyword number: 19
sequels: Topic: 161, Keyword number: 20
fans: Topic: 161, Keyword number: 21
years: Topic: 161, Keyword number: 22
sidney_prescott: Topic: 161, Keyword number: 23
prescott: Topic: 161, Keyword number: 24
murphy: Topic: 162, Keyword number: 0
fiona: Topic: 162, Keyword number: 1
donkey: Topic: 162, Keyword number: 2
animated: Topic: 162, Keyword number: 3
eddie_murphy: Topic: 162, Keyword number: 4
farquaad: Topic: 162, Keyword number: 5
shrek: Topic: 162, Keyword number: 6
eddie: Topic: 162, Keyword number: 7
ogre: Topic: 162, Keyword number: 8
princess_fiona: Topic: 162, Keyword number: 9
tale: Topic: 162, Keyword number: 10
murphy's: Topic: 162, Keyword number: 11
disney: Topic: 162, Keyword number: 12
adventure: Topic: 162, Keyword number: 13
dreamworks: Topic: 162, Keyword number: 14
diaz: Topic: 162, Keyword number: 15
fairy_tale: Topic: 162, Keyword number: 16
lord: Topic: 162, Keyword number: 17
dinosaurs: Topic: 162, Keyword number: 18
disney_animated: Topic: 162, Keyword number: 19
cameron_diaz: Topic: 162, Keyword number: 20
castle: Topic: 162, Keyword number: 21
disney's: Topic: 162, Keyword number: 22
ted: Topic: 162, Keyword number: 23
green: Topic: 162, Keyword number: 24
film: Topic: 163, Keyword number: 0
characters: Topic: 163, Keyword number: 1
would: Topic: 163, Keyword number: 2
also: Topic: 163, Keyword number: 3
make: Topic: 163, Keyword number: 4
character: Topic: 163, Keyword number: 5
time: Topic: 163, Keyword number: 6
like: Topic: 163, Keyword number: 7
it's: Topic: 163, Keyword number: 8
another: Topic: 163, Keyword number: 9
life: Topic: 163, Keyword number: 10
little: Topic: 163, Keyword number: 11
man: Topic: 163, Keyword number: 12
three: Topic: 163, Keyword number: 13
much: Topic: 163, Keyword number: 14
part: Topic: 163, Keyword number: 15
scene: Topic: 163, Keyword number: 16
however: Topic: 163, Keyword number: 17
role: Topic: 163, Keyword number: 18
big: Topic: 163, Keyword number: 19
making: Topic: 163, Keyword number: 20
work: Topic: 163, Keyword number: 21
though: Topic: 163, Keyword number: 22
dark: Topic: 163, Keyword number: 23
cast: Topic: 163, Keyword number: 24
michael_redman: Topic: 164, Keyword number: 0
redman: Topic: 164, Keyword number: 1
sant: Topic: 164, Keyword number: 2
professor: Topic: 164, Keyword number: 3
van_sant: Topic: 164, Keyword number: 4
gus_van: Topic: 164, Keyword number: 5
gus: Topic: 164, Keyword number: 6
van: Topic: 164, Keyword number: 7
husband: Topic: 164, Keyword number: 8
column: Topic: 164, Keyword number: 9
delivers: Topic: 164, Keyword number: 10
therapist: Topic: 164, Keyword number: 11
drugstore_cowboy: Topic: 164, Keyword number: 12
drugstore: Topic: 164, Keyword number: 13
written_column: Topic: 164, Keyword number: 14
redman_written: Topic: 164, Keyword number: 15
even_worse: Topic: 164, Keyword number: 16
phoenix: Topic: 164, Keyword number: 17
williams: Topic: 164, Keyword number: 18
relationship_sean: Topic: 164, Keyword number: 19
stellan_skarsg: Topic: 164, Keyword number: 20
column_years: Topic: 164, Keyword number: 21
professor_lambeau: Topic: 164, Keyword number: 22
chuckie: Topic: 164, Keyword number: 23
spend_one: Topic: 164, Keyword number: 24
titanic: Topic: 165, Keyword number: 0
ship: Topic: 165, Keyword number: 1
rose: Topic: 165, Keyword number: 2
jack: Topic: 165, Keyword number: 3
dicaprio: Topic: 165, Keyword number: 4
cal: Topic: 165, Keyword number: 5
winslet: Topic: 165, Keyword number: 6
zane: Topic: 165, Keyword number: 7
cameron: Topic: 165, Keyword number: 8
ship's: Topic: 165, Keyword number: 9
disaster: Topic: 165, Keyword number: 10
cal_hockley: Topic: 165, Keyword number: 11
hockley: Topic: 165, Keyword number: 12
dawson: Topic: 165, Keyword number: 13
sinking: Topic: 165, Keyword number: 14
cameron's: Topic: 165, Keyword number: 15
billy: Topic: 165, Keyword number: 16
lovett: Topic: 165, Keyword number: 17
jack_dawson: Topic: 165, Keyword number: 18
iceberg: Topic: 165, Keyword number: 19
diamond: Topic: 165, Keyword number: 20
love_story: Topic: 165, Keyword number: 21
billy_zane: Topic: 165, Keyword number: 22
dewitt: Topic: 165, Keyword number: 23
bill_paxton: Topic: 165, Keyword number: 24
matrix: Topic: 166, Keyword number: 0
reeves: Topic: 166, Keyword number: 1
fishburne: Topic: 166, Keyword number: 2
computer: Topic: 166, Keyword number: 3
keanu: Topic: 166, Keyword number: 4
keanu_reeves: Topic: 166, Keyword number: 5
home_alone: Topic: 166, Keyword number: 6
mama: Topic: 166, Keyword number: 7
laurence_fishburne: Topic: 166, Keyword number: 8
laurence: Topic: 166, Keyword number: 9
sci-fi: Topic: 166, Keyword number: 10
neo: Topic: 166, Keyword number: 11
heat: Topic: 166, Keyword number: 12
motion: Topic: 166, Keyword number: 13
irma_hall: Topic: 166, Keyword number: 14
irma: Topic: 166, Keyword number: 15
detract: Topic: 166, Keyword number: 16
credit: Topic: 166, Keyword number: 17
reality: Topic: 166, Keyword number: 18
mama_jo's: Topic: 166, Keyword number: 19
jo's: Topic: 166, Keyword number: 20
cameras: Topic: 166, Keyword number: 21
plain: Topic: 166, Keyword number: 22
character's: Topic: 166, Keyword number: 23
minutes: Topic: 166, Keyword number: 24
genevi: Topic: 167, Keyword number: 0
giovanni: Topic: 167, Keyword number: 1
bujold: Topic: 167, Keyword number: 2
robertson: Topic: 167, Keyword number: 3
law_order: Topic: 167, Keyword number: 4
grieving: Topic: 167, Keyword number: 5
exchange: Topic: 167, Keyword number: 6
far_less: Topic: 167, Keyword number: 7
thrilling_zestful: Topic: 167, Keyword number: 8
list_score: Topic: 167, Keyword number: 9
epic_schindler's: Topic: 167, Keyword number: 10
one_complex: Topic: 167, Keyword number: 11
true_delights: Topic: 167, Keyword number: 12
outrageousness_costumes: Topic: 167, Keyword number: 13
designer_fused: Topic: 167, Keyword number: 14
simple_brown: Topic: 167, Keyword number: 15
remarkable_jean-paul: Topic: 167, Keyword number: 16
pleasure_viewer: Topic: 167, Keyword number: 17
treasure_look: Topic: 167, Keyword number: 18
inevitable_faults: Topic: 167, Keyword number: 19
despite_inevitable: Topic: 167, Keyword number: 20
actor_ounce: Topic: 167, Keyword number: 21
believe_trade: Topic: 167, Keyword number: 22
plot_higher: Topic: 167, Keyword number: 23
feel_previous: Topic: 167, Keyword number: 24
stories: Topic: 168, Keyword number: 0
magnolia: Topic: 168, Keyword number: 1
cruise: Topic: 168, Keyword number: 2
hall: Topic: 168, Keyword number: 3
frogs: Topic: 168, Keyword number: 4
emma: Topic: 168, Keyword number: 5
girls: Topic: 168, Keyword number: 6
rain: Topic: 168, Keyword number: 7
tom_cruise: Topic: 168, Keyword number: 8
hours: Topic: 168, Keyword number: 9
little_tree: Topic: 168, Keyword number: 10
paul_thomas: Topic: 168, Keyword number: 11
thomas: Topic: 168, Keyword number: 12
angry: Topic: 168, Keyword number: 13
three: Topic: 168, Keyword number: 14
patti's: Topic: 168, Keyword number: 15
game_show: Topic: 168, Keyword number: 16
biblical: Topic: 168, Keyword number: 17
heavy_spoiler: Topic: 168, Keyword number: 18
sing: Topic: 168, Keyword number: 19
nikki: Topic: 168, Keyword number: 20
diversity: Topic: 168, Keyword number: 21
flirting: Topic: 168, Keyword number: 22
bible: Topic: 168, Keyword number: 23
rain_frogs: Topic: 168, Keyword number: 24
primary_colors: Topic: 169, Keyword number: 0
colors: Topic: 169, Keyword number: 1
primary: Topic: 169, Keyword number: 2
political: Topic: 169, Keyword number: 3
stanton: Topic: 169, Keyword number: 4
henry: Topic: 169, Keyword number: 5
campaign: Topic: 169, Keyword number: 6
presidential: Topic: 169, Keyword number: 7
travolta: Topic: 169, Keyword number: 8
midnight: Topic: 169, Keyword number: 9
governor: Topic: 169, Keyword number: 10
ideals: Topic: 169, Keyword number: 11
john_travolta: Topic: 169, Keyword number: 12
billy_bob: Topic: 169, Keyword number: 13
media: Topic: 169, Keyword number: 14
bates: Topic: 169, Keyword number: 15
satire_controversy: Topic: 169, Keyword number: 16
stanton's: Topic: 169, Keyword number: 17
adrian_lester: Topic: 169, Keyword number: 18
thompson: Topic: 169, Keyword number: 19
adrian: Topic: 169, Keyword number: 20
holden: Topic: 169, Keyword number: 21
libby: Topic: 169, Keyword number: 22
clinton: Topic: 169, Keyword number: 23
controversy: Topic: 169, Keyword number: 24
intelligence: Topic: 170, Keyword number: 0
sequences: Topic: 170, Keyword number: 1
hopkins: Topic: 170, Keyword number: 2
x-files: Topic: 170, Keyword number: 3
neo: Topic: 170, Keyword number: 4
agents: Topic: 170, Keyword number: 5
anthony: Topic: 170, Keyword number: 6
special: Topic: 170, Keyword number: 7
artificial: Topic: 170, Keyword number: 8
raises: Topic: 170, Keyword number: 9
reeves: Topic: 170, Keyword number: 10
visual: Topic: 170, Keyword number: 11
impossible: Topic: 170, Keyword number: 12
although: Topic: 170, Keyword number: 13
bad: Topic: 170, Keyword number: 14
weaving: Topic: 170, Keyword number: 15
visuals: Topic: 170, Keyword number: 16
moss: Topic: 170, Keyword number: 17
morpheus: Topic: 170, Keyword number: 18
late: Topic: 170, Keyword number: 19
show: Topic: 170, Keyword number: 20
carrie-anne_moss: Topic: 170, Keyword number: 21
carrie-anne: Topic: 170, Keyword number: 22
fantasy: Topic: 170, Keyword number: 23
fishburne: Topic: 170, Keyword number: 24
movie: Topic: 171, Keyword number: 0
john: Topic: 171, Keyword number: 1
like: Topic: 171, Keyword number: 2
way: Topic: 171, Keyword number: 3
whole: Topic: 171, Keyword number: 4
soundtrack: Topic: 171, Keyword number: 5
years: Topic: 171, Keyword number: 6
doesn't: Topic: 171, Keyword number: 7
it's: Topic: 171, Keyword number: 8
original: Topic: 171, Keyword number: 9
bruce: Topic: 171, Keyword number: 10
old: Topic: 171, Keyword number: 11
people: Topic: 171, Keyword number: 12
save: Topic: 171, Keyword number: 13
good: Topic: 171, Keyword number: 14
really: Topic: 171, Keyword number: 15
fun: Topic: 171, Keyword number: 16
won't: Topic: 171, Keyword number: 17
seem: Topic: 171, Keyword number: 18
ending: Topic: 171, Keyword number: 19
look: Topic: 171, Keyword number: 20
walter: Topic: 171, Keyword number: 21
actor: Topic: 171, Keyword number: 22
although: Topic: 171, Keyword number: 23
young: Topic: 171, Keyword number: 24
laurie_strode: Topic: 172, Keyword number: 0
eli: Topic: 172, Keyword number: 1
moron_beatrice: Topic: 172, Keyword number: 2
kind_moron: Topic: 172, Keyword number: 3
results_experiment: Topic: 172, Keyword number: 4
connection_really: Topic: 172, Keyword number: 5
holes_solid: Topic: 172, Keyword number: 6
exposed_mama's: Topic: 172, Keyword number: 7
brother_always: Topic: 172, Keyword number: 8
softness_character: Topic: 172, Keyword number: 9
softness: Topic: 172, Keyword number: 10
disease_may: Topic: 172, Keyword number: 11
leave_husband: Topic: 172, Keyword number: 12
former_actress: Topic: 172, Keyword number: 13
play_beatrice: Topic: 172, Keyword number: 14
choice_brooks: Topic: 172, Keyword number: 15
dealing_first: Topic: 172, Keyword number: 16
beatrice_perfect: Topic: 172, Keyword number: 17
yosarian: Topic: 172, Keyword number: 18
believes_sane: Topic: 172, Keyword number: 19
beatrice_unfold: Topic: 172, Keyword number: 20
character_beatrice: Topic: 172, Keyword number: 21
personality_lifestyle: Topic: 172, Keyword number: 22
things_personality: Topic: 172, Keyword number: 23
type_begin: Topic: 172, Keyword number: 24
keaton: Topic: 173, Keyword number: 0
nicholson: Topic: 173, Keyword number: 1
ghosts: Topic: 173, Keyword number: 2
ghosts_mississippi: Topic: 173, Keyword number: 3
burton: Topic: 173, Keyword number: 4
comic_books: Topic: 173, Keyword number: 5
batman_comic: Topic: 173, Keyword number: 6
body_armor: Topic: 173, Keyword number: 7
batfans: Topic: 173, Keyword number: 8
beckwith: Topic: 173, Keyword number: 9
evars: Topic: 173, Keyword number: 10
gotham: Topic: 173, Keyword number: 11
warner: Topic: 173, Keyword number: 12
hunky: Topic: 173, Keyword number: 13
armor: Topic: 173, Keyword number: 14
grisham's: Topic: 173, Keyword number: 15
deal_banter: Topic: 173, Keyword number: 16
anastasia_gets: Topic: 173, Keyword number: 17
ridiculously_over-the-top: Topic: 173, Keyword number: 18
bates_relishes: Topic: 173, Keyword number: 19
arm-in-arm: Topic: 173, Keyword number: 20
bates_beautifully: Topic: 173, Keyword number: 21
alien_exorcist: Topic: 173, Keyword number: 22
readers_may: Topic: 173, Keyword number: 23
outstanding_oscar-winning: Topic: 173, Keyword number: 24
moulin: Topic: 174, Keyword number: 0
borrowers: Topic: 174, Keyword number: 1
moulin_rogue: Topic: 174, Keyword number: 2
satine: Topic: 174, Keyword number: 3
watson: Topic: 174, Keyword number: 4
ewan: Topic: 174, Keyword number: 5
lenders: Topic: 174, Keyword number: 6
clock: Topic: 174, Keyword number: 7
broadbent: Topic: 174, Keyword number: 8
zidler: Topic: 174, Keyword number: 9
moulin_rouge: Topic: 174, Keyword number: 10
rouge: Topic: 174, Keyword number: 11
film_without: Topic: 174, Keyword number: 12
defiantly: Topic: 174, Keyword number: 13
duke: Topic: 174, Keyword number: 14
potter: Topic: 174, Keyword number: 15
cottrell_boyce: Topic: 174, Keyword number: 16
cottrell: Topic: 174, Keyword number: 17
ewan_mcgregor: Topic: 174, Keyword number: 18
mcgregor: Topic: 174, Keyword number: 19
medium: Topic: 174, Keyword number: 20
inch_tall: Topic: 174, Keyword number: 21
family_borrowers: Topic: 174, Keyword number: 22
popul: Topic: 174, Keyword number: 23
harker's: Topic: 174, Keyword number: 24
scarlett: Topic: 175, Keyword number: 0
australia: Topic: 175, Keyword number: 1
america: Topic: 175, Keyword number: 2
butler: Topic: 175, Keyword number: 3
rigormortis: Topic: 175, Keyword number: 4
library: Topic: 175, Keyword number: 5
previous: Topic: 175, Keyword number: 6
federal_agent: Topic: 175, Keyword number: 7
conspiracy_films: Topic: 175, Keyword number: 8
book_containing: Topic: 175, Keyword number: 9
regrets: Topic: 175, Keyword number: 10
rhett_scarlett: Topic: 175, Keyword number: 11
without_selling: Topic: 175, Keyword number: 12
gershon_plays: Topic: 175, Keyword number: 13
sought-after: Topic: 175, Keyword number: 14
roswell: Topic: 175, Keyword number: 15
bryan: Topic: 175, Keyword number: 16
time_still: Topic: 175, Keyword number: 17
verify: Topic: 175, Keyword number: 18
major: Topic: 175, Keyword number: 19
access: Topic: 175, Keyword number: 20
look_rigormortis: Topic: 175, Keyword number: 21
les_x-files: Topic: 175, Keyword number: 22
l'auto_les: Topic: 175, Keyword number: 23
reviews_l'auto: Topic: 175, Keyword number: 24
religion: Topic: 176, Keyword number: 0
malka: Topic: 176, Keyword number: 1
rivka: Topic: 176, Keyword number: 2
yossef: Topic: 176, Keyword number: 3
meir's: Topic: 176, Keyword number: 4
sect: Topic: 176, Keyword number: 5
get_married: Topic: 176, Keyword number: 6
rigid: Topic: 176, Keyword number: 7
quarters: Topic: 176, Keyword number: 8
thereby: Topic: 176, Keyword number: 9
jews: Topic: 176, Keyword number: 10
anton's: Topic: 176, Keyword number: 11
small_american: Topic: 176, Keyword number: 12
sisters_choices: Topic: 176, Keyword number: 13
malka's: Topic: 176, Keyword number: 14
yaakov: Topic: 176, Keyword number: 15
meir's_father: Topic: 176, Keyword number: 16
anonymous_letter: Topic: 176, Keyword number: 17
rabbi: Topic: 176, Keyword number: 18
meir: Topic: 176, Keyword number: 19
hasidim: Topic: 176, Keyword number: 20
subjugate: Topic: 176, Keyword number: 21
torah: Topic: 176, Keyword number: 22
gitai: Topic: 176, Keyword number: 23
lynching: Topic: 176, Keyword number: 24
crowe's: Topic: 177, Keyword number: 0
till: Topic: 177, Keyword number: 1
crowe: Topic: 177, Keyword number: 2
earp: Topic: 177, Keyword number: 3
david: Topic: 177, Keyword number: 4
legendary: Topic: 177, Keyword number: 5
